"排名","代號","名稱","成交","財報年度","市值(億)","現金(億)","應收帳款(億)","存貨(億)","速動資產(億)","流動資產(億)","投資(億)","固定資產(億)","無形資產(億)","其他資產(億)","資產總額(億)","流動負債(億)","長期負債(億)","其他負債(億)","負債總額(億)","股東權益(億)","每股淨值(元)","財報評分"
"336",="6691","洋基工程","290","2017","197","11.9","13.8","0","28.8","29.7","0.11","3.65","0","0.08","34.5","19","1.25","0","20.5","14","52.64","53"
"337",="2820","華票","14.65","2017","197","3.08","12.5","","","","2,152","1.55","","31","2,204","","","2.66","1,974","230","17.14","57"
"338",="1313","聯成","14.55","2017","196","64.7","36","76","110","206","62.7","155","0.07","23.7","450","151","80.6","4.26","237","213","18.23","43"
"339","2881C","富邦金丙特","58.9","","196","","","","","","","","","","","","","","","","",""
"340",="9937","全國","63.3","2017","196","11.4","1.9","3.4","13.3","17.1","11","39.2","0.08","19.6","87.5","39.7","0","0.44","40.3","47.2","15.28","47"
"341",="2328","廣宇","37.7","2017","195","44.9","77.9","23.3","123","148","35.4","19.4","0.39","1.93","206","83.9","","0.47","86","120","20.28","36"
"342",="2501","國建","16.85","2017","195","12.3","3.16","289","45.3","341","147","11.4","0.33","30.9","538","127","175","3.24","305","232","19.64","36"
"343",="6443","元晶","38.75","2017","195","10.1","4.1","7.51","14.3","22.5","0.1","72.2","0.08","6.31","103","32.6","26.8","","59.6","43.1","8.7","28"
"344",="2104","國際中橡","19.7","2017","194","84.9","46.6","22.7","164","194","39.7","118","5.3","3.27","363","89.7","52.6","1.63","159","205","31.75","55"
"345",="8131","福懋科","43.4","2017","192","34.8","15","8.27","73.5","82.8","6.61","31.1","","1.06","122","10.1","","0.83","10.9","111","25.06","72"
"346",="2312","金寶","12.85","2017","192","74.8","280","151","359","521","85.5","238","3.59","21.3","893","483","103","11.9","616","278","12.2","30"
"347",="6803","崑鼎","271","2017","192","16.6","10.2","0.45","32.5","37.1","6.67","0.73","0","25.9","70.6","13.3","0.04","3.27","18.3","52.3","70.1","66"
"348",="2362","藍天","30.3","2017","192","75.2","19.1","75","108","228","725","84.7","0.31","84.5","1,125","219","331","27.8","702","423","65.79","38"
"349",="4105","東洋","77","2017","191","14.4","10.7","6.94","25.1","50","14","25.5","1.42","3.9","95.1","27.8","2.5","0.64","34","61.1","22.11","79"
"350",="6732","昇佳電子","390","2017","191","0.74","1.3","2.22","2.05","4.32","","0.64","0.01","0","4.98","2.23","","0.16","2.39","2.59","","32"
"351",="2247","汎德永業","236","2017","190","21.2","9.68","26.4","35.9","81.1","0.04","31.2","0.13","1.74","115","29.1","","2.55","31.6","83","115.72","55"
"352",="4763","材料-KY","306.5","2017","189","2.06","3.95","4.16","7.86","14.2","1.06","8.32","","0.66","24.4","5.27","5.25","","10.6","13.8","27.16","47"
"353",="8908","欣雄","73.2","2017","189","4.22","6.19","1.42","10.4","12.9","","30.1","","0.17","43.2","17.1","2.55","3.3","23","20.2","13.15","39"
"354",="6510","精測","573","2017","188","37.3","4.51","2.37","41.8","45","","20.9","0.52","0.04","66.6","8.99","","","9","57.6","175.75","80"
"355",="2511","太子","11.55","2017","187","42.2","12.5","221","63.1","303","97.6","64.2","21.8","14.9","503","153","86","17.4","261","242","14.71","40"
"356","00849B","中信EM主權債0-5","35.53","","187","","","","","","","","","","","","","","","","",""
"357",="2373","震旦行","79.1","2017","187","9.59","19.2","14.5","31.3","107","34.1","18.9","1.54","1.77","165","60.6","12.9","6.41","79.9","85","33.4","60"
"358","00760B","FH新興企業債","51.8","","187","","","","","","","","","","","","","","","","",""
"359",="5607","遠雄港","68.1","2017","187","1.17","1.34","","6.99","7.14","43.1","14.5","0.03","3.68","69.3","15.5","3.58","6.46","25.5","43.8","21.28","48"
"360",="6547","高端疫苗","56.8","2017","186","6.08","","0.07","6.11","6.46","","13.9","0.78","0.2","21.4","1.1","5.06","","6.15","15.2","11.11","69"
"361",="2439","美律","85.4","2017","186","64.9","69.3","22","141","172","71.2","15.9","3.29","1.01","264","120","0","1.27","127","137","69.11","60"
"362",="3413","京鼎","192.5","2017","186","15.2","18.2","17.6","33.4","53.1","2.61","13.9","","1.44","71.1","31.7","0","2.69","34.8","36.2","46.01","62"
"363",="3380","明泰","34.3","2017","186","26.6","29.6","33.8","57","112","1.12","20.9","2.11","0.92","137","46.4","","3.41","50.3","86.9","19.58","45"
"364",="8112","至上","43.2","2017","185","14.3","121","98.3","136","255","16.1","2.57","1.76","1.75","277","157","38.6","5.02","200","77","19.28","34"
"365",="4536","拓凱","203.5","2017","185","35.5","20.1","10.1","55.5","66.9","","23.6","0.17","2.14","93.2","42.4","1.54","0.36","45.5","47.7","50.06","43"
"366",="8341","日友","165.5","2017","185","8.88","2.04","0.6","10.9","13.4","0","16.7","3.47","2.09","35.7","6.1","0.4","1.62","8.55","27.1","24.34","91"
"367",="4147","中裕","73","2017","184","17","0.12","0","17.1","36.6","1.64","3.15","3.5","0.15","45","0.99","0","1.12","2.11","42.9","17.15","55"
"368",="3260","威剛","68.4","2017","183","22.4","41.1","67.3","70.1","153","52.8","61","0.92","3.5","272","104","70.5","0.27","178","94.7","42.46","40"
"369",="5469","瀚宇博","34.4","2017","182","79.4","147","46","267","350","65.7","110","7.64","39.8","574","230","105","1.7","339","235","34.67","38"
"370",="6806","森崴能源","84","2017","182","0.72","2.12","","2.84","2.95","0.74","0.97","0","0.31","4.97","3.34","0.31","0.11","3.76","1.22","","32"
"371",="3019","亞光","64.8","2017","181","83.8","39.4","28.2","123","157","5.57","36.8","0.3","3.46","203","49.1","","1.49","51.1","152","39.02","49"
"372",="2428","興勤","141","2017","181","20.3","20.5","9.76","41.7","54.1","1.01","17.9","0.19","2.73","76.6","13.3","1.5","0.3","20","56.6","43.05","68"
"373",="6274","台燿","67","2017","180","11.2","59.2","20.6","71.7","93.1","0.05","26.8","0.08","5.19","125","47.1","6.16","1.09","55.3","70.2","28.66","40"
"374",="4736","泰博","188","2017","179","17.2","8","8.57","25.3","34.9","10.5","13.7","0.1","0.55","60.6","24.1","4.44","0.16","28.9","31.8","38.97","57"
"375",="4174","浩鼎","78","2017","179","25.6","0.61","","46.4","47.1","0.1","2.35","1.27","1.04","51.9","0.69","0.61","","1.3","50.6","29.54","48"
"376",="1905","華紙","16.15","2017","178","12.4","36.3","30.8","60.6","129","18.6","143","","10.2","303","88.7","9.14","3.14","121","182","14.23","43"
"377",="5306","桂盟","141","2017","178","20.2","10.6","9.33","30.7","42.7","0.46","31.7","13.7","10.8","101","26.3","20.2","0.69","52.8","47.9","39.9","64"
"378",="1312","國喬","19.55","2017","177","21.2","33.1","20.2","54.3","94.7","96.1","77.8","6.74","4.17","280","31.3","","1.14","45.2","235","22.48","60"
"379",="2608","嘉里大榮","37.9","2017","177","10.6","17","0.45","27.6","29.1","2.39","104","1.04","3.67","141","32.4","13.9","5.3","57.3","83.7","17.88","53"
"380",="6679","鈺太","320","2017","176","1.72","1.94","2.02","3.66","6.48","","0.35","0","0.15","7","1.85","0.1","","1.94","5.06","14.05","43"
"381",="1519","華城","66.7","2017","174","1.11","32.3","17.8","33.4","52.4","3.57","13.7","0.1","0.36","70.7","29.1","7.42","2.48","39.5","31.2","11.93","28"
"382",="2913","農林","21.95","2017","173","1.98","0.27","7.91","2.24","10.6","179","42.7","0.03","3.51","236","8.85","27","4.57","73.3","163","21.15","55"
"383",="2393","億光","39.05","2017","173","47.7","85.5","24.9","140","241","6.6","114","1.86","5.08","372","183","0","4.2","190","182","40.52","43"
"384",="00692","富邦公司治理","29.38","2017","173","","","","","","","","","","","","","","","","",""
"385",="1308","亞聚","29","2017","172","21.1","6.12","7.62","42.5","51.4","60.5","36.3","0","0.02","149","23.4","24.5","2.31","50.6","98.2","18.95","47"
"386",="9938","百和","57.7","2017","172","27.4","23.2","41.7","50.6","97.9","2.09","79.6","2.43","31.4","215","63.8","32.4","3.55","108","106","27.88","53"
"387",="1609","大亞","24.95","2017","171","20.7","36.7","35.1","64.8","103","32.8","40.8","0.01","4.93","185","60.9","39.4","2.65","106","78.8","11.81","36"
"388",="4551","智伸科","148","2017","171","5.63","13.7","5.67","19.3","26.9","0","25.3","0.09","5.79","58.4","27.7","0","0.05","29.3","29.1","35.49","55"
"389",="4583","台灣精銳","211","","169","","","","","","","","","","","","","","","","",""
"390",="1710","東聯","19","2017","168","19.5","22.2","22.5","42.7","81.3","89.4","167","0.25","17.1","360","96","73.9","4.38","181","179","16.98","47"
"391",="2455","全新","90.5","2017","167","9.27","4.83","3.21","14.1","17.7","0","14.2","0.02","1.35","33.3","4.93","0","0","4.93","28.4","15.37","70"
"392",="1104","環泥","25.6","2017","167","1.93","10.2","3.03","34.4","38.6","108","59","0.08","6.73","212","27.3","","1.59","40.7","172","26.07","55"
"393",="4142","國光生","38.65","2017","166","12.3","0.42","6.38","12.8","20.4","1.6","26.1","1.99","5.15","57.5","6.11","27.2","0.61","34","23.5","8.97","28"
"394",="3515","華擎","136","2017","166","31","14","32.7","52.1","86.1","0","2.51","0.08","0.13","89.7","32.5","","0.23","32.8","56.9","47.39","49"
"395",="5530","龍巖","39.4","2017","166","1.7","10.3","148","26.5","293","161","58.4","7.65","7.43","536","365","31.4","0.95","397","139","29.82","60"
"396",="4766","南寶","137","2017","165","38.7","33.2","22.5","71.9","101","4.8","33.5","1.41","8.47","152","45.1","16","2.21","70.8","81.2","68.65","47"
"397",="4137","麗豐-KY","207","2017","165","34.2","0.1","4.5","34.3","41.9","0.27","10.6","0.59","0.25","53.9","19","","0.04","19.1","34.8","44.24","72"
"398",="6782","視陽","261","","164","","","","","","","","","","","","","","","","",""
"399",="3545","敦泰","76","2017","164","26","12.6","26.9","38.9","81.7","3.2","14.1","34.5","0.9","135","25.4","","2.41","28","107","36.71","47"
"400",="3362","先進光","114.5","2017","163","5.57","4.86","2.42","10.4","13.6","","6.32","0.05","2.41","22.5","7.76","0.99","0.04","8.79","13.7","14.96","48"
"401",="9908","大台北","31.45","2017","162","27.1","4.41","1.67","50","56.2","60.6","42.2","0","1.14","161","18.5","","16.3","44.5","116","21.2","64"
"402",="2340","台亞","36.95","2017","162","25.4","15.8","11","44.2","56","12.3","28.8","0.09","0.71","98.9","23.9","0","1.99","26.7","72.2","16.24","57"
"403",="6202","盛群","71.4","2017","161","13.9","8.71","5.95","28.5","41.8","6.79","4.15","","0.42","53.6","10.7","","0.82","12.7","41","18","74"
"404",="3558","神準","328","2017","161","23.5","14.6","12.7","38.1","51","","12","0.17","1.68","65.3","38.7","0","0.19","38.9","26.4","51.93","45"
"405",="3376","新日興","85.2","2017","160","16.8","31.1","9.11","47.9","90.1","2","67.8","","1.87","162","39.4","","0.07","41.8","120","67.16","53"
"406",="1560","中砂","111.5","2017","159","4.02","8.4","8.63","12.5","21.5","0.01","27.8","0","3.36","53.1","10.2","0","1.92","12.5","40.5","28.75","57"
"407",="9925","新保","40.7","2017","158","30.2","7.18","3.16","69.6","74.3","33.7","41.5","0.44","1.87","154","34.3","","8.18","43.1","111","26.28","64"
"408",="5007","三星","53","2017","156","13.1","14.8","16","28.1","44.3","0.07","34.9","1.64","0.27","81.8","13.6","","2.82","18.6","63.2","20.79","64"
"409",="2520","冠德","28.2","2017","156","69.6","21","300","91.6","414","6.4","77.5","0.92","2.22","501","313","56.3","1.59","370","131","23.01","38"
"410",="1712","興農","37.15","2017","156","14.5","22.1","29.2","36.6","70.1","0.54","75.3","0","5.48","152","51.8","23.9","7.41","85.6","66.8","15.99","40"
"411","00862B","中信投資級公司債","31.31","","156","","","","","","","","","","","","","","","","",""
"412",="1305","華夏","26.75","2017","155","6.63","17.6","18.6","40.8","59.9","5.32","57.3","0.1","1.37","127","17.9","10.5","10.4","44.7","82","15.87","51"
"413","00863B","中信全球電信債","32.25","","155","","","","","","","","","","","","","","","","",""
"414",="3026","禾伸堂","98","2017","155","30.1","32.2","21.9","63","85.6","6.59","23.2","1.86","1.64","119","34.5","0.68","0.64","36","83.2","49.75","49"
"415",="8050","廣積","79.4","2017","155","7.32","6.5","10.8","17.8","30.1","1.76","10.7","0.82","2.8","47","13.4","0","0.04","13.4","33.6","24.61","55"
"416","00867B","新光A-BBB電信債","31.6","","154","","","","","","","","","","","","","","","","",""
"417",="2850","新產","48.6","2017","154","69.1","15.7","","","","155","","0.45","8.33","321","","","1.4","222","98.1","31.06","61"
"418",="4162","智擎","105","2017","153","5.75","7.75","0.16","13.5","40.7","","0.07","0.01","0.04","41.1","2","","","2","39.1","26.58","75"
"419",="3227","原相","104.5","2017","153","34.2","9.11","5.87","45.8","52.3","10.6","4.8","2.59","0.88","72.2","10.3","","0.39","13.5","58.8","44.92","70"
"420",="6873","泓德能源-創","152.5","","152","","","","","","","","","","","","","","","","",""
"421",="6576","逸達","129","2017","152","4.53","0.05","","4.58","5.78","0","0.3","0.92","0.03","7.03","0.98","","","0.99","6.04","7.54","50"
"422",="5536","聖暉*","129.5","2017","152","39.3","42.2","16.5","83.4","107","2.51","4.02","","0.73","116","66","","0.46","68.9","46.6","82.16","47"
"423",="6756","威鋒電子","221.5","2017","152","5.73","1.03","1.94","6.75","8.76","0.14","0.11","0.06","0.01","9.17","3.21","","0.03","3.24","5.93","","62"
"424",="8086","宏捷科","77","2017","151","12.1","2.63","1.39","16.9","19.3","0","11.1","0.04","0.14","30.8","3.34","","0.06","3.4","27.4","19.44","66"
"425",="8081","致新","175.5","2017","151","21.9","12.4","6.81","34.9","41.8","0.88","4.93","4.04","0.04","52.3","12.8","","0.98","13.8","38.6","44.97","53"
"426",="6605","帝寶","90.8","2017","151","26.6","35.1","45.9","62.6","115","4.18","139","0.4","36.4","302","108","67.4","0.56","176","127","73.38","38"
"427",="2530","華建","17.85","2017","150","2.88","0.32","49","3.3","55.9","0.08","1.23","","0.19","57.4","15.9","6.6","0.27","22.8","34.6","11.97","30"
"428",="8358","金居","59.2","2017","150","30.1","16.6","5.78","47.1","53.4","0","22.9","0.02","0.58","78","24","0.27","0.42","24.8","53.3","21.04","66"
"429",="4114","健喬","43.5","2017","150","3.88","6.38","6.13","10.4","18","8.19","39.1","3.22","5.02","75","19.7","15.4","0.28","35.4","39.7","16.08","34"
"430","5871A","中租-KY甲特","99.6","","149","","","","","","","","","","","","","","","","",""
"431",="3704","合勤控","37.55","2017","149","31.8","48.8","32.3","80.7","116","1.03","19.3","1.35","1.67","144","62","","0.04","64.3","79.8","18.33","32"
"432",="8938","明安","108","2017","149","9.89","23.1","15","33","49.4","0","14.8","0.19","1.33","66.3","24.8","0","0.7","26.4","39.9","26.95","43"
"433",="6191","精成科","31.45","2017","149","30.8","70.6","26.5","109","153","29.9","58.9","1.36","16.7","261","95.5","47.2","0.96","144","116","22.83","34"
"434",="8255","朋程","163","2017","149","8.98","5.64","4.57","14.6","19.5","7.38","16.8","1.71","1.54","47","11.7","1.5","0","13.3","33.7","44.44","64"
"435",="3030","德律","63","2017","149","12.3","17.4","8.23","29.7","38.3","","21.7","0.08","0.09","60.6","9.38","","0.55","10.5","50.1","21.2","66"
"436",="6188","廣明","53.3","2017","148","33.6","17.4","11","92.6","190","1.16","13","0.27","1.16","207","124","0","0.03","127","80.1","28.77","47"
"437",="2401","凌陽","24.95","2017","148","41.6","13.6","10.1","71.6","85.6","23.2","21.6","1.96","2.1","135","21.9","2.49","3.97","28.4","106","15.24","57"
"438",="2836","高雄銀","12.3","2017","147","41.6","11.5","","","","654","29.4","1.21","1.51","2,634","","","0.99","2,492","142","14.14","48"
"439",="2031","新光鋼","45.7","2017","147","8.1","22.8","27.5","42.1","71.5","27.4","38.4","","0.82","138","58.4","14.7","0.28","73.4","64.8","20.48","47"
"440",="8917","欣泰","90","2017","146","6.79","1.98","0.56","11.8","21.5","1.08","17.9","0.03","0.47","41.1","11.8","","9.97","22.1","19","15.54","57"
"441","2887F","台新戊特二","48.7","","146","","","","","","","","","","","","","","","","",""
"442",="6279","胡連","146","2017","145","9.76","20.3","9.72","31.6","43","0.15","24.1","0.22","1.91","69.7","22.1","","0.71","24.3","45.4","46.68","70"
"443",="1103","嘉泥","18.75","2017","145","18","4.23","7.13","52.8","91.1","160","28.5","","2.19","283","23.2","51.9","2.46","90.6","193","27.21","49"
"444",="2605","新興","24.65","2017","144","36.8","4.74","1","41.5","47.7","","191","","0.07","239","25.1","41.7","0.33","68.1","171","27.24","59"
"445",="6023","元大期","49.7","2017","144","47.8","0.4","","549","549","12.7","5.77","0.37","12.4","575","499","","0.02","500","74.7","32.15","59"
"446",="2545","皇翔","43.85","2017","144","14.6","2.39","230","18.9","260","118","1.57","0.01","19.5","399","206","90.4","0.38","297","103","31.32","36"
"447",="2905","三商","15.45","2017","143","623","98.8","37.4","735","1,526","8,371","153","1.27","648","10,725","142","166","595","10,316","409","23.45","43"
"448",="6741","91APP*-KY","118","","142","","","","","","","","","","","","","","","","",""
"449",="1234","黑松","35.4","2017","142","12.8","6.5","48.4","24.6","75.1","84.4","65.6","0.05","3","229","29.1","","2.49","52.9","176","43.7","43"
"450",="1218","泰山","28.4","2017","142","4.66","10.5","6.27","16.2","28","27.8","17.9","0.25","0.32","74.8","18.4","15.5","0.49","36.6","38.2","11.19","38"
"451",="3324","雙鴻","160.5","2017","142","3.02","24.3","9.33","27.3","37.8","1.77","9.96","","1.96","51.6","29.6","","","29.6","22","27.69","40"
"452",="9911","櫻花","64","2017","142","9.48","11.3","5.05","24.7","30.2","14.2","13.7","0.97","1","60.4","17.3","","0.72","18.8","41.6","19","64"
"453",="1718","中纖","8.35","2017","141","184","164","20.6","1,084","5,429","1,222","224","1.9","32","6,917","6,113","239","4.21","6,383","534","18.4","47"
"454",="2363","矽統","18.75","2017","141","10.4","0.4","0.53","10.8","11.6","52.8","7.68","0.03","0.54","73.3","0.68","","0.03","0.73","72.5","12.95","47"
"455",="3673","TPK-KY","34.35","2017","140","194","123","73","372","447","7.3","330","0.92","25","830","399","35","1.79","458","372","90.86","45"
"456",="2753","八方雲集","211.5","2017","140","5.63","1.21","1.11","6.93","10.1","0.33","9.83","0.05","1.93","22.5","6.71","0.12","0.2","7.1","15.4","","70"
"457",="2617","台航","33.4","2017","139","3.83","1.04","","6.71","9.88","15.2","125","","3.89","154","7.3","47.5","0.94","58.6","95.6","22.9","50"
"458",="3014","聯陽","86.5","2017","139","23.3","5.16","3.23","32.6","36.2","4.34","4.44","2.97","0.55","49","9.22","","1.17","10.4","38.6","23.9","66"
"459",="2515","中工","9.1","2017","139","19.1","134","73.5","179","289","50.2","34.4","1.15","0.87","380","137","25","1.9","180","200","12.97","32"
"460",="6579","研揚","93.7","2017","139","27","7.51","8.97","39.2","48.8","2.27","6.46","0.04","0.14","58.2","10.3","0.71","0.5","11.8","46.3","39.22","64"
"461",="1760","寶齡富錦","161.5","2017","138","2.22","3","2.06","5.22","7.63","0.08","4.47","0.08","0.14","12.5","3.34","","0.49","4.12","8.35","12.26","57"
"462",="2851","中再保","17.3","2017","138","168","2.82","","","","144","","0.01","10.3","365","","","0.36","253","113","20.01","55"
"463",="6712","長聖","202","2017","138","0.08","0","","3.11","3.15","0","0.04","0.04","0.28","3.57","0.08","","0","0.08","3.49","9.18","44"
"464",="3152","璟德","199","2017","137","22.8","3.45","1.09","26.3","27.6","","9.9","0.01","0.01","37.6","4.25","","0.08","4.32","33.3","48.22","93"
"465","00768B","FH20年美債","56.75","","137","","","","","","","","","","","","","","","","",""
"466",="6768","志強-KY","69.8","","137","","","","","","","","","","","","","","","","",""
"467",="1702","南僑","46.4","2017","136","46.6","19.4","24.2","66.1","98.9","0.95","117","1.05","4.14","225","82.5","68.7","3.9","165","59.7","23.12","53"
"468",="3552","同致","159","2017","136","11.7","40.7","21.3","52.3","74.1","0.46","16.6","0.96","2.38","95.9","52.1","","0.46","55.8","40.1","46.94","38"
"469",="00646","元大S&P500","37.48","","136","","","","","","","","","","","","","","","","",""
"470",="4506","崇友","75.4","2017","133","9.89","10.3","8.28","24.9","34.1","9.59","10.1","0.03","5.06","60.5","17.6","","3.48","21.1","39.4","22.24","62"
"471","00711B","FH彭博新興債","16.1","2017","133","","","","","","","","","","","","","","","","",""
"472","00791B","FH美元信用債1-5Y","52.35","","133","","","","","","","","","","","","","","","","",""
"473",="6166","凌華","60.7","2017","132","14","18.4","22.7","32.4","56.3","0.53","8.89","9.12","1.58","78","30.8","0","0.51","31.7","46.3","21.22","47"
"474",="1532","勤美","35","2017","132","36.3","47.2","150","84","255","18.8","101","4.78","13.8","393","145","82.4","3.62","238","156","30.23","36"
"475",="6245","立端","111.5","2017","132","7.88","12","17.5","20.9","39.7","0","10.8","0.06","0.7","51.8","20.7","0.18","0.77","22.6","29.2","25.51","45"
"476",="3675","德微","296","2017","132","1.97","2.71","1.65","5.02","6.8","","5.77","0.02","0.78","13.4","3.38","0","","3.41","10","22.52","48"
"477",="6244","茂迪","33.9","2017","131","90.1","80.1","20.5","170","210","1.4","79.3","5.22","5.57","304","188","0","0.46","190","114","20.76","30"
"478",="2034","允強","29.45","2017","131","6.73","26.4","39.8","33.5","73.9","9.81","33.2","","3.04","120","39.5","4","1.18","44.7","75.6","18.57","40"
"479",="5508","永信建","60.3","2017","131","2.14","0.17","63.8","2.3","66.9","","0.17","","3.7","70.8","26","0","0.16","26.2","44.6","20.51","48"
"480",="6235","華孚","68.4","2017","131","9.06","12.3","5.08","21.5","27.4","3.04","5.45","0","3.77","39.8","17.2","","0.09","17.9","21.8","13.2","38"
"481",="3022","威強電","74.1","2017","131","46.1","6.81","8.31","54.3","74.1","26.7","11.7","0.08","0.32","114","29.7","","0.67","36.6","77","23.44","64"
"482",="1565","精華","259","2017","131","30","8.59","6.99","38.6","46.4","","37.1","0","1.84","86","21.8","10.3","","32.1","53.9","106.94","77"
"483",="2704","國賓","35.55","2017","130","4.31","1.26","0.92","33.6","35.3","21.1","54.8","","0.37","113","8.59","5.43","1.5","16.1","96.5","26.17","60"
"484",="6180","橘子","74.1","2017","130","13.8","23.2","0.71","37","41.3","11.2","27.9","2.86","0.53","85.3","40.8","12.9","0.06","54","31.4","16.54","32"
"485",="6153","嘉聯益","23.25","2017","129","30.8","54","14.6","84.7","103","1.42","60.6","0.45","1.55","168","84.8","4.65","3.03","92.8","75","23.21","40"
