"排名","代號","名稱","成交","財報年度","市值(億)","現金(億)","應收帳款(億)","存貨(億)","速動資產(億)","流動資產(億)","投資(億)","固定資產(億)","無形資產(億)","其他資產(億)","資產總額(億)","流動負債(億)","長期負債(億)","其他負債(億)","負債總額(億)","股東權益(億)","每股淨值(元)","財報評分"
"314",="6515","穎崴","616","2019","213","4.06","8.39","3.41","12.4","16.2","","5.05","0.34","0.48","23.2","7.05","0","","7.49","15.7","51.72","68"
"315",="2108","南帝","43.2","2019","213","31.1","15.7","8.84","60.8","73.2","5.41","23.1","0.11","2.96","107","14.7","0","0.76","19.3","87.5","17.01","70"
"316",="2727","王品","275","2019","212","17.1","2.01","13.7","28.8","56.7","0","26.5","0.39","5.41","128","52","","1.23","84.4","43.5","45.08","49"
"317",="6282","康舒","40.2","2019","212","17.9","51.5","41.6","121","168","6.05","42.2","","4.26","224","107","3.55","2.51","125","98.7","17.9","43"
"318",="1785","光洋科","35.3","2019","211","5.9","17.4","74.1","48.5","128","7.91","67.7","0.34","1.19","213","123","5.62","1.48","133","80","15.65","38"
"319",="9940","信義","28.6","2019","211","74.8","11.2","107","96.7","207","26.4","35","0.97","1.87","317","48.7","122","8.46","207","110","14.76","55"
"320",="8996","高力","232.5","2019","208","5.26","2.87","5.5","8.96","14.7","1.02","11.5","","0.15","27.8","8.13","1.05","0.15","9.52","18.2","20.41","51"
"321",="6214","精誠","76.2","2019","208","27.8","41.3","30.6","102","146","43.1","19.3","0.86","2.98","216","74.7","0","2.94","81","135","54.01","51"
"322",="2867","三商壽","5.05","2019","207","675","104","","","","9,746","85.3","1.06","791","11,472","","","7.71","11,183","289","16.95","39"
"323",="3010","華立","87","2019","205","23.5","157","39.4","183","244","51.3","38","3.43","2.43","344","151","45.1","3.21","211","133","49.46","34"
"324",="00891","中信關鍵半導體","13.3","","204","","","","","","","","","","","","","","","","",""
"325",="3016","嘉晶","70.7","2019","204","10.2","9.44","8.47","19.6","29.3","1.09","25","0.59","1.14","60.2","10.4","7.46","1.01","22","38.2","13.92","47"
"326",="1789","神隆","25.75","2019","204","33","6.61","11.2","41.4","54.1","4.15","44.3","0.14","1.26","117","7.42","","0.82","14.1","103","12.98","64"
"327",="2208","台船","21.65","2019","202","41.2","14.2","18.2","113","185","2.41","110","0.1","0.68","351","172","53.5","11.8","286","64.6","13.65","32"
"328",="2540","愛山林","75.8","2019","202","2.62","8.18","82.2","10.8","101","4.03","8.85","0","1.2","127","60.8","18","0.54","83.5","43.6","29.77","38"
"329",="8422","可寧衛","185","2019","201","6.84","6.41","0.02","17.5","18.4","11.6","34.6","","2.38","71","5.19","3.38","0.12","14.3","56.7","51.69","87"
"330","2891B","中信金乙特","60.2","2019","201","","","","","","","","","","","","","","","","",""
"331",="2392","正崴","39.1","2019","200","63","164","112","246","374","61.1","234","22.5","17.1","733","263","150","26.6","451","282","46.27","38"
"332",="1736","喬山","65.6","2019","199","32.8","78.7","65.4","112","184","0","32.6","12.3","4.73","269","132","26.7","2.59","178","91.4","30.13","49"
"333",="1231","聯華食","88.3","2019","198","2.96","17.7","15.1","22","40.1","5.47","27.1","0.05","0.04","74.7","27.5","8.85","1.22","38.1","36.5","20.83","40"
"334",="1536","和大","70.8","2019","198","5.27","23.3","18.8","30.3","51.4","3.99","107","0.14","5.21","172","48.4","52.2","1.21","105","66.2","25.76","43"
"335",="6643","M31","622","2019","197","5.9","1.8","","13.5","14","0.09","1.69","0.02","0.06","16","1.56","","","1.58","14.4","46.03","93"
"336",="6691","洋基工程","290","2019","197","11.3","9.4","0.3","42","43.6","0.05","3.74","0.03","0.08","48","25.8","1.06","0","27.4","20.6","50.22","57"
"337",="2820","華票","14.65","2019","197","2.45","8.54","","","","1,959","1.54","","0.48","1,975","","","3.76","1,737","239","17.76","57"
"338",="1313","聯成","14.55","2019","196","53.2","39.3","66.6","101","187","72.1","164","0.05","5.17","452","106","133","4.01","246","206","15.44","32"
"339","2881C","富邦金丙特","58.9","","196","","","","","","","","","","","","","","","","",""
"340",="9937","全國","63.3","2019","196","9.98","1.14","2.91","11.1","14.7","21.8","52.8","0.45","19.3","132","52.8","9.63","0.95","82.6","49.7","16.08","43"
"341",="2328","廣宇","37.7","2019","195","62","68.5","24.9","131","158","36","16.8","0.37","0.28","217","85.9","","0.47","91.1","126","21.14","40"
"342",="2501","國建","16.85","2019","195","21.2","3.39","266","49.2","327","109","46.1","0.24","9.87","537","198","51","2.39","293","245","21.02","40"
"343",="6443","元晶","38.75","2019","195","4.34","2.02","4.81","6.35","13.1","1.25","60.1","0.03","2.01","78.5","29.4","16.6","0.02","46.2","32.3","8.51","32"
"344",="2104","國際中橡","19.7","2019","194","121","39.6","29.8","195","274","59.5","156","4.39","13.6","516","119","26.3","2","173","343","31.12","49"
"345",="8131","福懋科","43.4","2019","192","9.58","18.6","4.44","61.2","66.3","6.54","52.7","","1.68","133","12.5","","0.92","18.4","114","25.85","62"
"346",="2312","金寶","12.85","2019","192","68","269","210","341","563","94.9","247","6.44","7.93","966","546","122","14.3","708","258","11.33","32"
"347",="6803","崑鼎","271","2019","192","16.8","9.87","0.73","33.9","35.6","4.19","28.6","1.36","24.4","95.4","17.3","14.3","5.31","39.5","55.9","74.31","60"
"348",="2362","藍天","30.3","2019","192","80.5","20","41.6","127","216","665","58.2","0.3","18.1","1,004","210","262","12.5","606","398","65.75","40"
"349",="4105","東洋","77","2019","191","24.2","11.2","8.59","36.9","49.7","15.9","23.9","1.39","4.13","95.5","30.3","0.16","0.6","33.8","61.7","22.4","66"
"350",="6732","昇佳電子","390","2019","191","9.1","5.43","4.4","26.4","31.4","0","0.92","0.02","0.06","32.6","12.9","","1.28","14.3","18.2","48.26","81"
"351",="2247","汎德永業","236","2019","190","13.2","12.5","36.8","25.7","80.1","1.14","44.8","0.1","2.02","160","41.9","","1.35","73.6","86.1","120.01","43"
"352",="4763","材料-KY","306.5","2019","189","5.89","4.64","2.43","11.5","15.3","1.32","8.27","","0.21","25.9","12","0","","12.1","13.7","24.91","64"
"353",="8908","欣雄","73.2","2019","189","9","6.49","1.91","15.9","18.9","0.5","32","","0.7","54","20","3.58","4.23","29.2","24.8","13.75","47"
"354",="6510","精測","573","2019","188","22.6","9.08","4.53","31.6","37.1","","38.9","0.54","0.1","77.5","12.9","","","13.1","64.4","196.53","66"
"355",="2511","太子","11.55","2019","187","56.7","8.39","199","94.4","295","111","60","20.6","2.65","547","111","120","12.2","306","241","14.7","40"
"356","00849B","中信EM主權債0-5","35.53","","187","","","","","","","","","","","","","","","","",""
"357",="2373","震旦行","79.1","2019","187","57.6","14.3","15.2","86.9","104","35.1","19.4","1.69","2.32","171","60.8","14.8","5.94","87.4","83.7","32.24","62"
"358","00760B","FH新興企業債","51.8","2019","187","","","","","","","","","","","","","","","","",""
"359",="5607","遠雄港","68.1","2019","187","6.41","2.32","","30.4","30.6","51.9","16.8","0.07","1.02","134","11.3","19.6","5.13","68.4","65.6","23.23","61"
"360",="6547","高端疫苗","56.8","2019","186","4.11","0","0.08","4.64","5.19","","13.3","0.62","0.33","22.8","2.28","3.56","0","9.1","13.7","8.09","41"
"361",="2439","美律","85.4","2019","186","65.9","59","21.2","127","151","65.1","22.9","15","1.01","258","89.6","22.9","4.96","128","130","61.5","51"
"362",="3413","京鼎","192.5","2019","186","29.8","12.9","14.1","43.1","58.1","6.25","16.3","","0.32","82.7","28","9.84","0.29","39.6","43","51.72","53"
"363",="3380","明泰","34.3","2019","186","59.2","42.9","50.9","135","191","2.01","32.3","15.3","2.07","250","95.8","7.23","4.21","110","140","18.39","45"
"364",="8112","至上","43.2","2019","185","11.9","134","75","146","258","23","2.57","1.11","2.14","288","168","26.4","8.28","203","84.5","20.58","30"
"365",="4536","拓凱","203.5","2019","185","41.2","15.6","12.3","58.9","72.2","","18","0.13","0.7","98.6","37","","0.53","44.3","54.3","57.97","57"
"366",="8341","日友","165.5","2019","185","6.28","2.64","0.31","13.1","15","0.13","30.7","2.88","3.3","58.4","9.57","11.4","1.24","27.9","30.4","27.28","85"
"367",="4147","中裕","73","2019","184","3.53","2.22","8.76","15","24.6","4.53","9.06","7.39","1.4","47.3","4.28","6.83","0.01","11.4","35.9","14.22","38"
"368",="3260","威剛","68.4","2019","183","24.8","33.1","50.5","78.3","132","43.9","55.6","8.98","1.98","249","80.6","80.4","0.21","167","82.5","34.82","34"
"369",="5469","瀚宇博","34.4","2019","182","114","149","86.8","267","361","199","118","7.17","2.5","705","240","99.5","3.39","349","356","51.21","45"
"370",="6806","森崴能源","84","2019","182","1.76","1.65","","5.22","5.94","0.02","12.6","0.02","4.34","23.6","5.86","9.75","0.08","16.4","7.25","","36"
"371",="3019","亞光","64.8","2019","181","95.5","36.7","23.5","133","159","7.11","28.2","0.3","0.43","198","39.8","","1.41","42.2","156","41.8","53"
"372",="2428","興勤","141","2019","181","17.7","20.7","8.22","51.4","60.7","0.86","20.3","0.45","1.29","87.5","12.5","0","0.22","22.4","65.1","49.73","72"
"373",="6274","台燿","67","2019","180","33.2","64.6","24.7","107","134","0.05","30.8","0.09","13.6","180","63.3","13.6","1.28","79.1","101","38.14","51"
"374",="4736","泰博","188","2019","179","21.6","9.15","9.43","31.2","41.2","10.8","22.3","0.05","2","78.3","14.2","18.5","0.12","33.2","45.1","51.98","60"
"375",="4174","浩鼎","78","2019","179","48.6","0.4","0.04","49","50.3","0.08","6.47","5.16","0.71","64.9","2.1","1.02","","5.64","59.2","27.13","40"
"376",="1905","華紙","16.15","2019","178","4.79","35.3","38.9","53.6","131","20.9","147","","6.55","311","111","1.48","4.11","137","174","13.71","30"
"377",="5306","桂盟","141","2019","178","17.7","10.7","8.8","28.9","40.7","1.46","30.7","16.1","0.63","99.6","30.8","10.8","0.42","46.8","52.8","41.89","68"
"378",="1312","國喬","19.55","2019","177","34","24.9","16.7","60.9","116","112","68.1","6.74","7.23","315","25.2","0","1.14","42.5","272","26.36","57"
"379",="2608","嘉里大榮","37.9","2019","177","13.4","24.2","0.58","37.6","39","3.84","131","3.86","2.49","215","37.1","39.7","4.26","115","100","20.31","53"
"380",="6679","鈺太","320","2019","176","3.39","3.38","3.71","7.61","11.9","0","0.56","0.07","0.12","12.9","1.98","","","2.07","10.8","26.13","62"
"381",="1519","華城","66.7","2019","174","1.48","27.9","25","34.8","62.4","0.57","20.5","0.29","0.08","85.9","40.7","7.42","2.12","52.1","33.8","12.94","36"
"382",="2913","農林","21.95","2019","173","1.25","0.19","8.85","1.47","11.1","172","60.9","0.02","1.46","246","6.19","49.5","0.26","88.3","158","19.95","34"
"383",="2393","億光","39.05","2019","173","49.8","60.6","17.9","117","174","4.46","89.1","0.83","6.62","283","103","0.38","3.9","112","172","38","51"
"384",="00692","富邦公司治理","29.38","2019","173","","","","","","","","","","","","","","","","",""
"385",="1308","亞聚","29","2019","172","9.39","7.54","3.87","44.1","49.4","85.8","32.8","","0.36","169","24.7","39.5","1.96","66.9","102","18.45","49"
"386",="9938","百和","57.7","2019","172","32.8","28.4","50.4","62.6","119","2.14","128","2.21","6.23","276","101","43.4","3.6","160","117","31.2","53"
"387",="1609","大亞","24.95","2019","171","24.5","31.3","35.8","64.3","106","42.4","48.2","0.01","4.63","208","78.9","38.1","1.67","124","83.9","12.09","38"
"388",="4551","智伸科","148","2019","171","26.5","24.9","12.4","51.7","67.3","0.01","44.9","0.18","1.8","119","54.4","14.9","0.06","73.8","44.8","37.97","53"
"389",="4583","台灣精銳","211","2019","169","16.4","2.94","17.7","19.4","37.2","","35.2","2.24","0.51","82.3","4.35","1.26","0","12.3","70","","80"
"390",="1710","東聯","19","2019","168","31","13.6","12.8","50.6","76","104","149","0.2","26.7","369","107","83.4","3.89","201","167","15.51","26"
"391",="2455","全新","90.5","2019","167","8.75","5.15","3.3","13.9","17.9","0","25.3","0.03","0.12","43.4","11.1","4","","15.1","28.3","15.31","70"
"392",="1104","環泥","25.6","2019","167","2.51","12.8","2.64","39.7","42.7","120","61.8","0.08","7.34","234","38.3","","0.94","53","181","27.51","47"
"393",="4142","國光生","38.65","2019","166","10.5","5.05","4.28","16.1","23.4","13.4","23.1","1.43","2.07","65.7","2.1","25.3","0.04","27.4","38.3","10.04","36"
"394",="3515","華擎","136","2019","166","20.4","16.2","49.9","44.4","97.1","1.4","2.52","0.03","0.19","103","37.5","","0.3","38.1","64.5","51.37","49"
"395",="5530","龍巖","39.4","2019","166","2.32","87.3","157","187","454","108","60.8","7.56","11.4","651","451","","0.8","452","199","43.89","60"
"396",="4766","南寶","137","2019","165","37.4","40","22.4","84.9","111","13.9","41","1.94","1.6","184","49.1","15.2","1.72","78.4","106","80.79","51"
"397",="4137","麗豐-KY","207","2019","165","54.6","0.16","3.83","54.7","59.4","1","13.7","0.99","1.18","81.5","31.1","2.7","0.05","37.7","43.8","55.12","83"
"398",="6782","視陽","261","2019","164","2.02","1.89","2.48","3.91","6.86","","6.15","1.93","1.1","18.2","5.86","1.71","1.2","9.66","8.5","","61"
"399",="3545","敦泰","76","2019","164","34.6","14.2","15.7","50","85.3","1.17","13.6","13.4","1.36","116","34.1","","4.29","38.7","77.3","26.66","43"
"400",="3362","先進光","114.5","2019","163","4.35","8.38","5.74","12.8","19.7","0.09","11.3","0.9","1.81","35.9","8.88","0.92","0.04","10.9","25","22.02","34"
"401",="9908","大台北","31.45","2019","162","28","4.34","1.82","59.9","62.1","60.1","45.6","0.01","2.22","171","20.6","","19.5","49.9","121","21.81","62"
"402",="2340","台亞","36.95","2019","162","30","14.8","12.4","46.5","59.6","10.4","29.1","0.14","0.43","103","16.9","8.15","2.01","30.4","72.7","19.23","60"
"403",="6202","盛群","71.4","2019","161","10.1","7.9","6.83","22.9","39.8","7.7","3.59","0.67","0.15","53.7","9.33","","0.88","12.9","40.8","17.92","74"
"404",="3558","神準","328","2019","161","26.3","7.94","7.78","34.3","42.3","","14.4","0.39","0.25","61.1","28.8","0.1","0.15","31.4","29.7","57.52","48"
"405",="3376","新日興","85.2","2019","160","19.2","51.7","17.2","113","131","0.87","60.7","","1.34","195","55.6","","0.05","60.8","134","74.18","53"
"406",="1560","中砂","111.5","2019","159","7.07","8.61","13.7","15.7","30.2","1.3","35.1","0.07","11.1","79.3","17","12.8","2.33","33.2","46.1","30.42","49"
"407",="9925","新保","40.7","2019","158","32.1","8.1","1.66","76.8","79.6","31.8","38.8","0.45","3.79","161","43.2","","7.61","54.7","106","25.52","62"
"408",="5007","三星","53","2019","156","14.1","12.1","16.1","27","43.4","0.07","32.7","1.45","0.15","78.5","9.18","","2.05","13.5","64.9","21.29","66"
"409",="2520","冠德","28.2","2019","156","62.3","14.2","324","90.9","456","5.4","67","0.43","1.34","558","318","66.8","1.63","414","144","25.61","47"
"410",="1712","興農","37.15","2019","156","14.9","21","27.6","36","68","0.61","68.4","","4.54","153","54.6","10.6","6.73","81.9","70.8","16.72","40"
"411","00862B","中信投資級公司債","31.31","","156","","","","","","","","","","","","","","","","",""
"412",="1305","華夏","26.75","2019","155","6.53","15.7","14.7","32.7","48.8","6.86","61.6","","0.75","123","17","5","6.47","36.2","87.1","15.66","51"
"413","00863B","中信全球電信債","32.25","","155","","","","","","","","","","","","","","","","",""
"414",="3026","禾伸堂","98","2019","155","45.8","28.6","24.5","75.9","101","4.38","31.7","0.16","2.79","141","42.7","0.86","0.69","45.1","96.3","56.95","49"
"415",="8050","廣積","79.4","2019","155","5.22","6.27","12.7","14.7","28.9","26.2","16.3","0.81","3.64","77.8","22.1","1.7","0.02","24.4","53.4","28.68","45"
"416","00867B","新光A-BBB電信債","31.6","","154","","","","","","","","","","","","","","","","",""
"417",="2850","新產","48.6","2019","154","96.1","18.4","","","","160","11.1","0.31","8.41","355","","","2.32","239","117","36.95","64"
"418",="4162","智擎","105","2019","153","0.93","0.5","0.24","34.7","35.8","","0.02","0","0.02","36.4","1.38","","","1.6","34.8","23.91","61"
"419",="3227","原相","104.5","2019","153","47.2","8.31","6.78","58.3","65.9","14.3","5.1","1.37","1.35","91.5","14.8","","0.26","21.4","70.1","50.68","70"
"420",="6873","泓德能源-創","152.5","2019","152","1.52","1.16","0.18","4.1","6.39","0.37","2.17","0.01","2.12","11.3","4.32","0.36","0.34","5.02","6.25","","57"
"421",="6576","逸達","129","2019","152","4.48","0","","4.96","5.52","0.93","1.05","2.44","0.02","10.1","0.63","0.46","","1.13","8.96","8.93","50"
"422",="5536","聖暉*","129.5","2019","152","38.7","39.5","4.85","95","108","3.71","4.64","","0.4","120","57.1","0","0.6","64.4","55.5","83.11","57"
"423",="6756","威鋒電子","221.5","2019","152","7.17","2.19","2.2","9.36","11.7","0.16","0.37","0.1","0.01","12.5","3.78","","0.07","3.87","8.67","14.45","72"
"424",="8086","宏捷科","77","2019","151","11.3","4.99","4.43","17.8","23.6","0","13.7","0.18","1.3","40","7.4","1.6","0.06","10","30","21.2","62"
"425",="8081","致新","175.5","2019","151","26.6","14.7","9.03","41.2","50.5","2.18","11.9","4.18","0.63","71.3","19.8","","1.08","22","49.3","48.94","62"
"426",="6605","帝寶","90.8","2019","151","28.2","31.1","49","61.8","114","3.85","150","0.74","37.1","325","90.6","93.9","2.55","191","134","77.79","38"
"427",="2530","華建","17.85","2019","150","1.32","0.42","43.4","2.32","49.9","0.04","1.19","","0.37","51.5","17.7","","0.12","17.8","33.7","11.5","32"
"428",="8358","金居","59.2","2019","150","27","15.5","4.28","42.6","47.6","","19.8","0.03","0.53","68.5","13.9","2.76","0.49","17.2","51.2","20.29","50"
"429",="4114","健喬","43.5","2019","150","4.65","6.91","9.49","12.6","23.1","5.88","48.8","5.81","1.08","87.3","22","16.6","0.33","39.2","48.1","15.09","36"
"430","5871A","中租-KY甲特","99.6","","149","","","","","","","","","","","","","","","","",""
"431",="3704","合勤控","37.55","2019","149","32.2","47.4","34.9","79.6","123","0.6","16.4","1.25","2.72","155","76.4","","0.04","82.4","72.4","16.72","38"
"432",="8938","明安","108","2019","149","9.69","26.7","19","36.4","56.7","0.03","22","0.13","1.47","82.7","31.6","2.38","0.82","37.6","45.1","30.32","40"
"433",="6191","精成科","31.45","2019","149","37.1","73.1","47.2","113","164","58.3","68.5","1.06","2.11","306","117","34.7","2.46","157","150","28.22","38"
"434",="8255","朋程","163","2019","149","19.8","5.93","5.57","26.4","32.4","11.9","22.1","2.58","2.52","72.3","11.9","7.5","0.03","19.7","52.5","53.46","55"
"435",="3030","德律","63","2019","149","13","19.8","7.38","34.9","42.6","","21.4","0.2","0.12","65.7","9.47","","0.61","11.9","53.8","22.79","68"
"436",="6188","廣明","53.3","2019","148","48","24","14.9","89","106","0.41","12.9","0.19","0.8","124","41","","0.06","45","79","28.32","51"
"437",="2401","凌陽","24.95","2019","148","30.2","8.61","7.59","49.7","59.4","29.8","19.7","1.76","1.55","115","13.4","0","3.44","19.2","95.7","13.9","62"
"438",="2836","高雄銀","12.3","2019","147","28.3","13.2","","","","742","28.3","1.29","2.43","2,707","","","1.16","2,552","154","14.27","52"
"439",="2031","新光鋼","45.7","2019","147","11","24.6","34.4","49.7","86","33.3","38.9","","2.27","161","62.6","29.6","0.41","92.8","68.1","20.23","32"
"440",="8917","欣泰","90","2019","146","4.77","2.54","0.59","19","20.3","1.08","23.6","0.12","1.2","46.6","12.4","","13","25.9","20.7","16.93","57"
"441","2887F","台新戊特二","48.7","2019","146","","","","","","","","","","","","","","","","",""
"442",="6279","胡連","146","2019","145","9.64","16.6","7.94","26.2","35.8","0.03","30.2","0.18","0.77","68.2","23","","0.46","25","43.1","44.35","55"
"443",="1103","嘉泥","18.75","2019","145","20.7","7.6","0.45","105","107","195","65.4","0.06","0.69","387","37","75.5","5.41","150","237","35.4","47"
"444",="2605","新興","24.65","2019","144","39.5","4.96","2.54","45.4","52.8","","179","","0.67","233","20.8","44.1","0.33","66","167","26.48","50"
"445",="6023","元大期","49.7","2019","144","52.2","1.02","","710","712","15.2","5.98","0.41","15.8","743","653","","0.7","654","88.6","38.13","59"
"446",="2545","皇翔","43.85","2019","144","5.75","4.17","221","14","247","108","22.4","0.08","0.89","402","191","104","0.36","302","101","30.73","36"
"447",="2905","三商","15.45","2019","143","691","115","41.3","819","1,609","9,074","150","2.01","798","11,682","130","173","730","11,351","331","23.15","47"
"448",="6741","91APP*-KY","118","2019","142","2.62","2.53","","13.6","13.7","0.35","0.18","0.07","0.04","14.5","7.8","0.03","0","7.86","6.61","","57"
"449",="1234","黑松","35.4","2019","142","12.2","7.67","52.8","21.1","74.7","84.8","63.6","0.08","2.48","226","23.6","","2.51","47.6","179","44.5","45"
"450",="1218","泰山","28.4","2019","142","11.5","10.8","6.8","23","35.6","38.9","17.1","0.07","0.12","92.3","17","6.88","0.14","26.2","66.1","13.57","49"
"451",="3324","雙鴻","160.5","2019","142","4.59","35.9","12.6","40.5","55.1","1.13","15","","2.48","75.2","37.3","2.35","0","40","35.2","41.33","51"
"452",="9911","櫻花","64","2019","142","13.5","11.5","5.35","28.5","34.6","14.9","13.6","0.92","2.84","68.5","20","0","0.82","21.6","46.9","21.43","64"
"453",="1718","中纖","8.35","2019","141","145","152","15.4","990","5,383","1,455","236","1.82","18.1","7,119","6,319","154","6.01","6,513","606","17.05","43"
"454",="2363","矽統","18.75","2019","141","9.72","0.3","0.72","10.1","10.9","58.2","7.57","0.07","0.53","77.8","0.76","","0.03","0.83","77","14.41","45"
"455",="3673","TPK-KY","34.35","2019","140","172","172","82","433","517","4.04","254","0.96","26.4","855","335","106","7.9","493","362","88.94","43"
"456",="2753","八方雲集","211.5","2019","140","6.56","1.03","1.59","7.6","9.94","0.28","12.8","0.06","1.44","33","11","1.13","0.24","17.3","15.7","26.16","68"
"457",="2617","台航","33.4","2019","139","4.08","0.98","","6.02","15.9","16.6","108","","11.1","151","5.06","38","2.04","48.7","102","24.54","50"
"458",="3014","聯陽","86.5","2019","139","24.7","5.93","3.45","32.2","36.1","7.09","6.31","2.52","0.01","53.6","11.3","","1.07","13.2","40.4","25.06","68"
"459",="2515","中工","9.1","2019","139","26.8","94.9","136","206","354","35.5","33.1","0.44","1.22","432","166","44.5","1.96","232","200","13","30"
"460",="6579","研揚","93.7","2019","139","25.2","7.88","9.39","38.1","48.1","41.1","5.96","0.24","0.14","96.8","12.3","0.69","0.02","13.6","83.2","52.53","64"
"461",="1760","寶齡富錦","161.5","2019","138","3.65","3.65","3.58","8.31","12.3","0.28","4.74","0.07","0.51","19.1","3.92","0","0.56","5.53","13.6","17.72","66"
"462",="2851","中再保","17.3","2019","138","126","3.25","","","","196","2.05","0.09","12.9","392","","","0.7","271","120","20.37","48"
"463",="6712","長聖","202","2019","138","0.32","0.06","0.15","6","6.27","0.98","0.72","0.09","0.18","9.11","0.29","","0.04","0.65","8.46","15.11","43"
"464",="3152","璟德","199","2019","137","17.3","2.62","1.18","19.9","23.5","","14.2","0.02","0.02","37.8","4.68","","0.14","4.82","33","47.79","91"
"465","00768B","FH20年美債","56.75","","137","","","","","","","","","","","","","","","","",""
"466",="6768","志強-KY","69.8","2019","137","54.7","25.9","22","80.5","114","","41.3","0.27","2.65","179","43.4","9.3","0.02","67.1","112","","48"
"467",="1702","南僑","46.4","2019","136","46.2","17.9","22.2","66.3","95.1","0.86","124","1.05","1.44","239","73.5","76.8","2.99","174","64.2","24.67","53"
"468",="3552","同致","159","2019","136","6.03","43.9","14.1","49.9","66.8","0.4","16.6","1","1.66","91.7","54.2","","0.24","59.5","32.2","37.67","26"
"469",="00646","元大S&P500","37.48","","136","","","","","","","","","","","","","","","","",""
"470",="4506","崇友","75.4","2019","133","12.8","8.45","17.2","25.9","44.4","9.58","10.9","0.84","4.13","71.8","27.8","","1.38","29.3","42.5","24.01","53"
"471","00711B","FH彭博新興債","16.1","2019","133","","","","","","","","","","","","","","","","",""
"472","00791B","FH美元信用債1-5Y","52.35","2019","133","","","","","","","","","","","","","","","","",""
"473",="6166","凌華","60.7","2019","132","18.7","20.8","20","41","61.7","0.45","10.7","6.48","0.43","84.3","35.4","0.45","0.53","37.4","46.9","21.5","49"
"474",="1532","勤美","35","2019","132","37","39.8","177","77.3","272","17.1","95.9","4.16","15.9","429","160","81.6","3.74","272","157","30.86","36"
"475",="6245","立端","111.5","2019","132","11.5","12.8","19","25.4","46.3","","13.1","0.04","0.42","60.9","23.5","0","0.77","26.2","34.7","26.94","43"
"476",="3675","德微","296","2019","132","2.39","3.81","2.53","6.63","9.26","0","14.7","0.4","0.63","26.3","7.65","6.94","","14.7","11.6","23.31","43"
"477",="6244","茂迪","33.9","2019","131","36.9","11","3.93","48","62.5","1.08","28.6","0.09","1.52","96.1","37.8","23.9","0.08","65","31.1","5.56","30"
"478",="2034","允強","29.45","2019","131","7.92","21.6","32.3","29.8","62.6","8.77","46.1","0","3.22","121","38.3","7.62","0.98","46.9","74.5","18.29","40"
"479",="5508","永信建","60.3","2019","131","1.17","0.54","93.9","1.71","96.4","0.11","0.16","","0.29","97","35","18","0.17","53.2","43.7","20.11","40"
"480",="6235","華孚","68.4","2019","131","6.13","6.71","2.75","12.9","17.7","2.94","14.4","","2.27","38.7","19.2","1.32","0.23","21.4","17.3","10.25","30"
"481",="3022","威強電","74.1","2019","131","31.3","7.64","9.02","39.7","61","20.5","10.8","0.07","1.67","94.7","18.7","","0.65","26.9","67.8","38.25","64"
"482",="1565","精華","259","2019","131","21.2","6.26","11.7","27.5","39.9","","41.2","0.04","1.22","84.2","17.1","8.65","","26.5","57.6","114.32","68"
