"排名","代號","名稱","成交","財報年度","市值(億)","現金(億)","應收帳款(億)","存貨(億)","速動資產(億)","流動資產(億)","投資(億)","固定資產(億)","無形資產(億)","其他資產(億)","資產總額(億)","流動負債(億)","長期負債(億)","其他負債(億)","負債總額(億)","股東權益(億)","每股淨值(元)","財報評分"
"332",="1736","喬山","65.6","2013","199","19.4","51","31.8","70.5","107","","24.5","2.7","6.71","148","68.1","9.54","0.83","81.2","67.1","33.3","43"
"333",="1231","聯華食","88.3","2013","198","2.11","10.3","10.4","13.5","25","3.76","24.6","0.05","0.48","54.5","14.4","12.7","2.1","29.2","25.3","18.98","45"
"334",="1536","和大","70.8","2013","198","3.52","9.2","10.7","13","24.8","3.42","34.7","0.09","2.35","65.9","16.6","17.8","1.75","37.3","28.6","12.53","51"
"335",="6643","M31","622","","197","","","","","","","","","","","","","","","","",""
"336",="6691","洋基工程","290","","197","","","","","","","","","","","","","","","","",""
"337",="2820","華票","14.65","2013","197","2.86","15.1","","","","1,852","1.66","","9.21","1,883","","","1.11","1,674","209","15.6","57"
"338",="1313","聯成","14.55","2013","196","142","42.7","64.2","199","275","42.1","114","0.03","16.1","450","192","63.2","3.64","260","190","16.47","43"
"339","2881C","富邦金丙特","58.9","","196","","","","","","","","","","","","","","","","",""
"340",="9937","全國","63.3","2013","196","6.77","2.24","4","9.01","13.4","12.8","39.2","0.11","20.3","86.4","42.1","","0.39","42.7","43.6","14.12","36"
"341",="2328","廣宇","37.7","2013","195","39.9","46.5","16","86.5","122","27.3","34.7","0.73","7.43","193","66.6","11.9","0.58","79.6","114","19.36","43"
"342",="2501","國建","16.85","2013","195","46.3","2.26","266","78.6","348","118","7.24","0.17","29.3","504","196","59.4","4.24","260","244","14.16","43"
"343",="6443","元晶","38.75","2013","195","3.71","2.37","4.44","6.08","10.7","0.21","50.7","0.06","3.06","65.7","19.4","19.7","","39.1","26.6","","45"
"344",="2104","國際中橡","19.7","2013","194","31.6","38","33.9","97","142","45.3","106","9.15","4.23","309","74.2","39.5","1.66","120","188","32.76","43"
"345",="8131","福懋科","43.4","2013","192","10.7","15.5","9.5","26.5","36.5","1.48","53.4","","0.62","93.6","7.03","","0.37","7.4","86.2","19.49","53"
"346",="2312","金寶","12.85","2013","192","24.8","81.5","38.4","119","208","143","49.6","0.95","6.76","431","181","88.6","6.03","290","141","10.15","26"
"347",="6803","崑鼎","271","2013","192","20","9.57","0.32","31.6","32.2","1.55","0.53","","35.9","70.4","14.8","7.37","2.21","25.9","44.4","62.62","64"
"348",="2362","藍天","30.3","2013","192","36.6","17","13.9","73.2","98.7","773","8.48","0.25","103","984","155","219","13.5","507","477","19.98","43"
"349",="4105","東洋","77","2013","191","9.37","8.49","5.44","17.9","28.6","18.2","18.8","0.88","2.78","69.3","23.6","","0.4","26","43.3","16.64","64"
"350",="6732","昇佳電子","390","","191","","","","","","","","","","","","","","","","",""
"351",="2247","汎德永業","236","","190","","","","","","","","","","","","","","","","",""
"352",="4763","材料-KY","306.5","2013","189","0.48","1.03","1.18","1.51","3.31","0.84","2.68","","0.37","7.2","2.32","","","2.43","4.77","15.54","53"
"353",="8908","欣雄","73.2","2013","189","3.61","5.16","1.42","8.78","11.1","","19.2","","0.25","30.6","12.8","2.34","1.06","16.2","14.4","12.74","41"
"354",="6510","精測","573","2013","188","0.74","1.6","0.63","2.34","3.01","","2.01","0.08","0.04","5.17","2.03","0","","2.03","3.14","","55"
"355",="2511","太子","11.55","2013","187","21.7","57.4","159","81.7","284","136","70.1","24.3","11.4","528","157","162","18.1","342","186","14.28","32"
"356","00849B","中信EM主權債0-5","35.53","","187","","","","","","","","","","","","","","","","",""
"357",="2373","震旦行","79.1","2013","187","18.9","16","10.2","39.6","72.7","33.3","20.1","1.21","1.46","130","42.8","5","6.36","54.1","76.4","22.59","60"
"358","00760B","FH新興企業債","51.8","","187","","","","","","","","","","","","","","","","",""
"359",="5607","遠雄港","68.1","2013","187","3.21","1.17","","9.53","9.69","37.3","19","0.01","1.04","67","8.57","17.7","6.42","32.7","34.3","16.91","45"
"360",="6547","高端疫苗","56.8","2013","186","3.27","0","","3.27","3.36","","0.41","0.92","0.09","4.77","0.19","0","","0.19","4.58","","81"
"361",="2439","美律","85.4","2013","186","20","26","11.6","49.1","65.1","3.82","21.1","1.95","1.59","94.3","37.2","","1.45","40.7","53.5","30.33","55"
"362",="3413","京鼎","192.5","2013","186","4.61","9.02","4.92","13.6","19.7","5.69","5.78","","0.47","31.7","20","","0.07","20.6","11.1","18.49","38"
"363",="3380","明泰","34.3","2013","186","15.4","60","43.9","75.6","138","3.15","34.8","2.21","1.57","180","71.9","6.02","3.6","82.6","97.9","20.18","36"
"364",="8112","至上","43.2","2013","185","8.83","33.8","29.6","42.6","78.9","8.72","2.61","0","2.25","92.5","42.9","14.4","1.41","58.7","33.8","18.36","26"
"365",="4536","拓凱","203.5","2013","185","17.7","14.2","11.1","32.2","44.3","0.1","22.6","0.01","2.35","69.4","20.3","0","0.33","23.3","46.1","47.8","55"
"366",="8341","日友","165.5","2013","185","1.43","2.14","0.29","5.41","5.91","","13.7","4.85","2.06","26.6","4.12","7.27","1.65","13","13.6","","64"
"367",="4147","中裕","73","2013","184","0.69","0.01","","0.7","3.74","","0.03","3.35","0.02","7.15","0.57","","","0.57","6.58","3.39","69"
"368",="3260","威剛","68.4","2013","183","26.5","30.3","40.8","60.5","110","29.9","46","0.21","3.77","191","54.2","40.7","0.14","97.3","93.9","41.18","47"
"369",="5469","瀚宇博","34.4","2013","182","142","148","47.4","291","378","9.15","161","9.03","12.4","570","259","138","2.62","400","170","23.69","32"
"370",="6806","森崴能源","84","","182","","","","","","","","","","","","","","","","",""
"371",="3019","亞光","64.8","2013","181","73.3","47","37.1","121","172","10.2","75.6","0.32","2.44","261","98.3","0","1.05","99.8","161","38.87","38"
"372",="2428","興勤","141","2013","181","9.54","14.7","7.21","24.4","37.8","0.28","12.2","0.03","1.39","51.9","10.5","0","0.27","13.4","38.5","29.17","60"
"373",="6274","台燿","67","2013","180","14.5","37.3","8.87","51.9","65.9","0.33","34.3","0","2.98","104","34.8","13.7","0.77","50.2","53.5","22.3","47"
"374",="4736","泰博","188","2013","179","6.29","5.65","4.88","11.9","17.1","0.43","12.6","0.07","0.42","31.9","4.86","5.9","0.01","10.8","21.1","31.86","66"
"375",="4174","浩鼎","78","2013","179","12.7","0.01","","12.7","13","5.22","0.33","0.74","0.37","19.7","0.41","","","0.41","19.3","12.95","79"
"376",="1905","華紙","16.15","2013","178","3.73","43.7","37.1","60.5","132","10.3","132","","4.87","280","60.1","3.6","2.64","86.3","194","13.47","30"
"377",="5306","桂盟","141","2013","178","6.81","2.77","5.08","9.58","15.2","0.53","4.98","2.59","1.9","25.9","8.83","0","0.21","10.9","15","14.19","64"
"378",="1312","國喬","19.55","2013","177","8.56","31.6","21.3","40.1","74.1","73.4","91.6","6.75","2.99","249","38.4","13","4.09","67","182","17.49","51"
"379",="2608","嘉里大榮","37.9","2013","177","9.66","12.7","0.38","22.4","23.1","2.79","84.2","0.19","5.22","118","17.7","1.7","16","41.7","76","15.53","57"
"380",="6679","鈺太","320","","176","","","","","","","","","","","","","","","","",""
"381",="1519","華城","66.7","2013","174","5.03","16.2","15.2","21.3","38.4","1.78","14.8","0.05","0.34","56","22","0.85","2.85","26.2","29.8","11.38","38"
"382",="2913","農林","21.95","2013","173","1.28","4.74","19.9","6.04","30.6","175","12.1","0.02","2.96","222","15.1","13.4","10.3","74.2","148","20.24","55"
"383",="2393","億光","39.05","2013","173","71.3","70.6","23.1","170","204","49.7","94.5","1.92","6.1","357","111","71.8","4.01","189","168","37.48","45"
"384",="00692","富邦公司治理","29.38","","173","","","","","","","","","","","","","","","","",""
"385",="1308","亞聚","29","2013","172","11.7","5.38","6.02","38.3","45.1","46.9","8.71","0.02","0.03","101","6.04","","3.17","9.59","91.8","19.54","53"
"386",="9938","百和","57.7","2013","172","20.6","16.9","17.9","37.7","56.8","10.8","45.9","3.13","6.86","124","27.8","15","3.29","52","72.1","19.62","55"
"387",="1609","大亞","24.95","2013","171","28.9","33.1","25","74.4","104","27.9","37.3","0.28","5.07","176","59","28","4.61","94.3","81.6","12.77","38"
"388",="4551","智伸科","148","2013","171","4.95","6.71","4.32","12.4","18","","14.9","0.01","1.1","34","15.2","0","0.17","15.5","18.6","24.74","48"
"389",="4583","台灣精銳","211","","169","","","","","","","","","","","","","","","","",""
"390",="1710","東聯","19","2013","168","14.8","16.5","7.44","32.4","44.4","122","67.5","0.17","5.47","240","35.5","22.8","4.43","68.3","172","19.69","47"
"391",="2455","全新","90.5","2013","167","12.9","2.59","2.85","15.5","18.7","0","18.5","0","1.49","39","3.74","","","3.74","35.2","14.3","83"
"392",="1104","環泥","25.6","2013","167","4.29","12.9","3.41","22.1","26.3","91.2","58.5","0.09","1.27","177","17","","3.17","32.1","145","23.79","49"
"393",="4142","國光生","38.65","2013","166","5.07","1.71","3.05","6.78","10.5","1.21","34.3","5.18","0.93","54.9","3.97","18.4","0.08","22.5","32.4","17.42","30"
"394",="3515","華擎","136","2013","166","21.3","9.05","34.9","32","68.5","20.4","0.74","0","0.09","90","26.4","","0.2","26.6","63.5","54.7","57"
"395",="5530","龍巖","39.4","2013","166","13.8","3.71","127","26.1","258","62.4","52.2","7.85","4.73","392","298","","0.76","299","93.4","20.99","64"
"396",="4766","南寶","137","","165","","","","","","","","","","","","","","","","",""
"397",="4137","麗豐-KY","207","2013","165","26.5","0.21","2.35","27.4","31.6","0","11.1","0","0.03","43.4","9.77","3.85","0.1","13.7","29.7","39.18","85"
"398",="6782","視陽","261","","164","","","","","","","","","","","","","","","","",""
"399",="3545","敦泰","76","2013","164","3.83","22.6","27.7","26.4","61.7","","0.27","0.27","0.43","63.1","23.3","9.39","1.22","33.9","29.2","20.84","30"
"400",="3362","先進光","114.5","2013","163","0.59","4.94","2.76","5.53","8.49","","5.92","0.04","4.45","19","7.23","2.24","0.02","9.49","9.55","11.92","34"
"401",="9908","大台北","31.45","2013","162","19","7.58","1.5","41.9","44.8","56.4","37.2","0.22","0.49","140","17.6","","8.32","35.7","104","18.99","51"
"402",="2340","台亞","36.95","2013","162","36.1","19.3","12.1","57.7","70.4","9.49","36","0.13","1.01","120","28","15.4","3.39","47.2","72.6","13.33","51"
"403",="6202","盛群","71.4","2013","161","10.5","6.2","5.15","19.3","37.2","5.99","5","","0.71","49.3","8.31","","0.68","9.55","39.7","17.52","72"
"404",="3558","神準","328","2013","161","21.8","6.74","4.91","28.7","33.9","","2.04","0.12","0.1","36.7","17.9","","0.15","18","18.6","38.76","55"
"405",="3376","新日興","85.2","2013","160","18.8","29.4","6.4","48.3","94.7","3.42","33.8","","1.26","133","31.2","","0.01","34.5","98.8","56.12","57"
"406",="1560","中砂","111.5","2013","159","4.55","7.89","8.38","12.5","21.3","1.12","22","","7.66","53","12.5","","3.49","16.4","36.6","25.94","51"
"407",="9925","新保","40.7","2013","158","43.9","6.52","2.04","83.3","86.2","27.4","32.7","0.16","1.77","150","50.4","0.09","7.5","58.2","91.6","22.6","64"
"408",="5007","三星","53","2013","156","9.03","12.8","14.6","21.9","36.7","0.02","29.5","2.02","0.24","69.3","17.6","","3.24","22.8","46.4","19.24","60"
"409",="2520","冠德","28.2","2013","156","22.2","18.6","249","42.4","312","1.81","76","0.63","1.92","393","191","90.5","1.87","283","109","18.95","47"
"410",="1712","興農","37.15","2013","156","11.3","20.4","32.3","31.9","67.8","0.49","65.3","0","7.39","142","44.8","32.6","12.3","92.2","50.3","14.77","36"
"411","00862B","中信投資級公司債","31.31","","156","","","","","","","","","","","","","","","","",""
"412",="1305","華夏","26.75","2013","155","9.29","14.4","16.8","36","54.5","3.25","52","0.38","1.58","115","20.9","10.9","14","51.8","63.1","13.44","47"
"413","00863B","中信全球電信債","32.25","","155","","","","","","","","","","","","","","","","",""
"414",="3026","禾伸堂","98","2013","155","25.5","37.1","24.3","69.4","95.2","9.53","30.8","5.63","0.95","142","42.9","5.53","0.59","49.6","92.9","36.99","47"
"415",="8050","廣積","79.4","2013","155","4.79","3.5","6.75","11.3","18.5","0.58","10.2","0.87","0.22","30.6","6.3","1.38","0.1","7.85","22.7","24.32","60"
"416","00867B","新光A-BBB電信債","31.6","","154","","","","","","","","","","","","","","","","",""
"417",="2850","新產","48.6","2013","154","70.3","19.1","","","","99.3","10.9","0.47","6.79","252","","","1.14","183","69.2","21.91","61"
"418",="4162","智擎","105","2013","153","27","0.14","","27.2","27.2","","0","0","0.01","27.4","0.26","","0","0.26","27.2","27.08","49"
"419",="3227","原相","104.5","2013","153","41.7","8.23","4.31","50.1","54.7","3.6","2.63","4.78","0.59","66.7","10.1","","0.15","10.3","56.4","42.71","62"
"420",="6873","泓德能源-創","152.5","","152","","","","","","","","","","","","","","","","",""
"421",="6576","逸達","129","2013","152","0.19","0.3","","0.5","0.5","","0.02","","0","0.52","0.35","","","0.35","0.16","","38"
"422",="5536","聖暉*","129.5","2013","152","14.6","35.5","8.29","52.6","64.8","0.79","3.34","","0.77","70.1","38.9","","0.33","41.1","29","62.83","43"
"423",="6756","威鋒電子","221.5","","152","","","","","","","","","","","","","","","","",""
"424",="8086","宏捷科","77","2013","151","6.42","1.05","1.34","8.45","10.5","0","10.8","0.08","0.08","22","2.24","1.63","0.12","4","18","13.25","49"
"425",="8081","致新","175.5","2013","151","26.8","8.59","4.64","35.4","40.1","2.78","5.88","4.03","0.04","53.3","13.1","","0.34","13.5","39.8","46.37","66"
"426",="6605","帝寶","90.8","2013","151","21.3","30.6","33.1","53.4","88.9","1.6","98","0.41","26.8","223","78.9","43.9","6.34","129","93.2","55.86","45"
"427",="2530","華建","17.85","2013","150","2.53","0.24","66","4.82","78.9","0.88","0.68","","0.16","80.8","48.9","0.14","0.2","49.3","31.6","11.39","28"
"428",="8358","金居","59.2","2013","150","1.13","10.9","5.95","12.1","18.2","0.14","29.7","0.01","0.2","49.3","15.2","7.91","5.38","28.5","20.8","9.9","23"
"429",="4114","健喬","43.5","2013","150","8.39","4.51","3.31","12.9","16.6","3.01","10.4","1.21","0.56","32.7","5.13","5.43","0.09","10.7","21.9","17.58","55"
"430","5871A","中租-KY甲特","99.6","","149","","","","","","","","","","","","","","","","",""
"431",="3704","合勤控","37.55","2013","149","36.1","46.8","36.5","83","124","1.85","19.9","0.78","5.59","155","54.6","","0.43","56.2","99.3","20.69","45"
"432",="8938","明安","108","2013","149","10.1","22.3","18.2","32.6","52.5","0","21.5","0.54","1.22","76.3","37.6","2.06","0.46","40.6","35.7","25.07","28"
"433",="6191","精成科","31.45","2013","149","35.3","83","30.6","118","164","6.53","77.3","2.55","10.3","261","115","40.5","1.07","157","104","19.48","26"
"434",="8255","朋程","163","2013","149","3.93","5.55","4.61","11.9","16.8","","17.4","1.48","0.84","36.7","8.06","","","8.11","28.6","35.88","64"
"435",="3030","德律","63","2013","149","21.8","10.6","5.87","32.5","38.8","","22.6","0.09","0.11","62.1","8.5","","0.51","9.87","52.2","22.1","75"
"436",="6188","廣明","53.3","2013","148","67.2","31.8","13.4","150","203","0.35","22.6","0.06","28.6","257","168","","0.03","170","87","31.25","43"
"437",="2401","凌陽","24.95","2013","148","43.3","16.3","9.22","71.2","82.8","27.8","21.5","3.35","5.98","142","27.1","7.05","4.22","38.4","104","14.92","53"
"438",="2836","高雄銀","12.3","2013","147","33.3","7.58","","","","259","27.4","0.41","0.59","2,344","","","1.45","2,237","107","14.91","48"
"439",="2031","新光鋼","45.7","2013","147","8.68","29","26.7","51.9","80","20.5","22.2","","0.2","124","53.7","12.4","2.49","68.5","55","19.66","30"
"440",="8917","欣泰","90","2013","146","3.5","2.37","0.23","9.44","12.7","0.95","13.8","0.09","0.38","28.1","7.56","","2.64","10.6","17.5","14.76","53"
"441","2887F","台新戊特二","48.7","","146","","","","","","","","","","","","","","","","",""
"442",="6279","胡連","146","2013","145","10.7","12.5","4.7","24.2","29.8","0.14","18.3","0.14","1.18","49.9","12.1","0","0.16","14.8","35.1","36.18","72"
"443",="1103","嘉泥","18.75","2013","145","32.9","8.86","13.1","105","136","148","36.2","","11.5","334","32.9","65.3","4.86","119","215","29.56","49"
"444",="2605","新興","24.65","2013","144","46.3","7.31","0.82","53.6","58.9","","218","","0.07","277","30.9","77.3","0.24","109","168","26.09","73"
"445",="6023","元大期","49.7","2013","144","52.2","1.03","","354","354","9.22","1.2","0.41","13.9","372","301","","","302","70.1","30.16","57"
"446",="2545","皇翔","43.85","2013","144","21.9","4.24","234","28.5","288","92.7","1.61","0.03","1.02","384","217","60.1","0.3","277","106","32.45","60"
"447",="2905","三商","15.45","2013","143","659","86.2","33.6","751","1,419","5,024","125","0.69","601","7,175","116","132","564","6,940","236","16.17","36"
"448",="6741","91APP*-KY","118","","142","","","","","","","","","","","","","","","","",""
"449",="1234","黑松","35.4","2013","142","52.6","4.16","19.2","63.1","83.5","86.3","39.1","0.03","13.5","223","18.6","","5.47","45.4","178","44.23","49"
"450",="1218","泰山","28.4","2013","142","6.14","10.3","7.98","17.2","27.7","21.6","26.1","0.61","1.04","78","17.4","22.7","2.59","44.9","33.1","9.72","30"
"451",="3324","雙鴻","160.5","2013","142","5.22","11.5","4.82","16.8","22.3","1.32","7.83","","1.89","33.4","20.9","0","","21","12.4","17.29","36"
"452",="9911","櫻花","64","2013","142","7.78","8.72","4.3","19.9","25.3","16.1","14.4","0.93","1.15","58.5","14.3","1.52","2.54","19.4","39.1","14.29","57"
"453",="1718","中纖","8.35","2013","141","76.9","88","17.9","1,098","4,758","273","170","1.29","25.5","5,232","4,589","202","2.64","4,814","418","16.79","43"
"454",="2363","矽統","18.75","2013","141","13.9","0.93","0.51","14.9","15.6","47.3","8.08","0.31","0.61","74.5","1.25","","0","1.25","73.3","11.94","43"
"455",="3673","TPK-KY","34.35","2013","140","383","233","84.3","708","795","20","548","11.8","127","1,512","870","158","0.84","1,063","449","133.53","47"
"456",="2753","八方雲集","211.5","","140","","","","","","","","","","","","","","","","",""
"457",="2617","台航","33.4","2013","139","6.43","2.12","","8.65","28.8","16.2","78.2","","3.34","127","7.43","18.8","1.57","30.8","95.7","22.94","50"
"458",="3014","聯陽","86.5","2013","139","22.5","7.01","4","29.6","34","2.74","3","3.77","0.07","44.2","8.52","","1.03","9.55","34.7","22.56","57"
"459",="2515","中工","9.1","2013","139","15.5","170","38.6","207","283","54.6","48.6","0","0.94","389","159","16.9","1.71","194","195","12.66","34"
"460",="6579","研揚","93.7","","139","","","","","","","","","","","","","","","","",""
"461",="1760","寶齡富錦","161.5","2013","138","1.48","2.51","1.58","4","6.07","0","3.46","0.1","0.16","10","2.58","0","0.63","3.44","6.57","15.1","51"
"462",="2851","中再保","17.3","2013","138","177","1.84","","","","98.1","2.04","0.02","10.2","329","","","0.38","239","90.3","16.07","45"
"463",="6712","長聖","202","","138","","","","","","","","","","","","","","","","",""
"464",="3152","璟德","199","2013","137","17.1","2.6","0.77","19.7","20.6","","8.88","0.03","0.02","29.5","2.06","","","2.09","27.4","39.77","95"
"465","00768B","FH20年美債","56.75","","137","","","","","","","","","","","","","","","","",""
"466",="6768","志強-KY","69.8","","137","","","","","","","","","","","","","","","","",""
"467",="1702","南僑","46.4","2013","136","25.2","18.2","17.8","43.5","63.1","0.91","63.5","1.05","3.71","133","51.2","24","5.63","86.3","46.3","18.01","55"
"468",="3552","同致","159","2013","136","13.7","13.2","9.98","26.9","41","0.33","10.3","0.69","1.5","54","24.9","1.33","0.35","26.7","27.3","33.76","53"
"469",="00646","元大S&P500","37.48","","136","","","","","","","","","","","","","","","","",""
"470",="4506","崇友","75.4","2013","133","5.34","13","8.97","22.9","34.2","6.19","11.1","0.02","4.93","58","16.9","","8.1","25","33","16.79","40"
"471","00711B","FH彭博新興債","16.1","","133","","","","","","","","","","","","","","","","",""
"472","00791B","FH美元信用債1-5Y","52.35","","133","","","","","","","","","","","","","","","","",""
"473",="6166","凌華","60.7","2013","132","11.8","13.1","11.5","24.9","37.2","0.02","10.4","4.3","0.97","53.4","20.5","","0.53","21.4","32","18.7","53"
"474",="1532","勤美","35","2013","132","16.9","42.1","135","60.9","226","18.8","114","6.02","12","377","119","53.9","2.69","182","195","32.27","51"
"475",="6245","立端","111.5","2013","132","3.3","8.29","9.32","11.6","21.5","0.01","10.9","","0.13","32.9","11.4","3.88","0.6","16.3","16.6","20.09","49"
"476",="3675","德微","296","2013","132","0.87","3.07","1.46","4.79","6.4","","5.07","0.05","0.29","12","3.46","0.48","0","3.96","8.02","18.04","27"
"477",="6244","茂迪","33.9","2013","131","97.3","42.3","26","140","174","0.46","86.4","0.59","22.4","297","90.7","61.7","1.02","155","142","32.43","40"
"478",="2034","允強","29.45","2013","131","6.54","29.6","49","37.5","87.3","3.56","24.7","","1.23","117","35.4","11.5","1.99","48.9","68.3","18.44","36"
"479",="5508","永信建","60.3","2013","131","1.9","0","56.6","1.9","60.2","","0.17","","0.01","60.3","9.83","0.05","0.42","10.3","50","27.62","80"
"480",="6235","華孚","68.4","2013","131","3.57","7.69","1.05","11.4","13.6","6.65","7.21","0.01","1.05","28.5","13.4","","0.07","14.5","14","8.69","30"
"481",="3022","威強電","74.1","2013","131","22.6","8.32","8.68","52.6","131","17.5","15.6","0.25","4.52","169","92.5","2.98","0.33","99.1","70.2","22.6","55"
"482",="1565","精華","259","2013","131","16.9","7.88","7.19","24.8","32.6","","28.1","0.01","0.67","61.9","15","8.02","","23","38.9","77.06","84"
"483",="2704","國賓","35.55","2013","130","3.73","1.22","0.8","33.4","35.2","18","66","","0.61","121","8.31","20.1","2.89","31.7","89.4","24.22","57"
"484",="6180","橘子","74.1","2013","130","16.1","15.5","0.63","31.6","34.4","1.01","6.94","3.1","0.66","46.9","21.8","0.21","0.29","22.3","24.6","14.69","45"
"485",="6153","嘉聯益","23.25","2013","129","15.8","56.5","13.6","72.5","90","1.45","47.9","0.29","0.72","141","59","0","1.81","62","78.7","24.22","43"
"486",="2331","精英","23.05","2013","128","71.9","103","49.8","214","266","7.71","47.2","6.29","11.2","348","157","","6.06","164","184","24.78","47"
"487",="3090","日電貿","59.8","2013","127","7.39","28.6","10.2","39.9","50.5","1.35","5.92","0.19","0.22","58.2","29.9","0.89","0.33","31.3","27","17.51","43"
"488","2883B","開發金乙特","8.02","","127","","","","","","","","","","","","","","","","",""
"489",="6177","達麗","32.3","2013","125","1.45","0.41","79.6","2.03","88.8","0.01","1.36","0.1","1.69","92","67.1","4.46","0.03","71.6","20.4","12.43","36"
"490","00718B","富邦中國政策債","20.04","","125","","","","","","","","","","","","","","","","",""
"491","00836B","永豐10年A公司債","30.41","","125","","","","","","","","","","","","","","","","",""
"492",="3033","威健","29.45","2013","124","20.7","63.2","54.8","85.1","144","0.73","1.67","0.2","0.72","147","106","0","1.46","108","39","16","32"
