"排名","代號","名稱","成交","財報年度","市值(億)","現金(億)","應收帳款(億)","存貨(億)","速動資產(億)","流動資產(億)","投資(億)","固定資產(億)","無形資產(億)","其他資產(億)","資產總額(億)","流動負債(億)","長期負債(億)","其他負債(億)","負債總額(億)","股東權益(億)","每股淨值(元)","財報評分"
"351",="2247","汎德永業","236","2018","190","15.5","8.37","36.3","23.9","77.5","1.14","40.5","0.13","1.7","121","34.9","","1.24","36.2","85.2","118.7","51"
"352",="4763","材料-KY","306.5","2018","189","3.69","3.29","3.21","6.98","12.3","1.04","8.64","","0.78","23.2","5.29","4.86","","10.3","12.9","25.67","55"
"353",="8908","欣雄","73.2","2018","189","7","6.24","1.52","13.5","15.9","0","31.6","","0.14","47.7","19.7","1.9","3.84","25.4","22.3","13.46","45"
"354",="6510","精測","573","2018","188","35.3","5.39","2.68","40.7","44.2","","27","0.51","0.06","72","10.4","","","10.4","61.5","187.6","77"
"355",="2511","太子","11.55","2018","187","39.7","19.1","220","89.9","313","106","62.3","21.2","3.35","508","102","143","16.8","266","242","14.71","40"
"356","00849B","中信EM主權債0-5","35.53","","187","","","","","","","","","","","","","","","","",""
"357",="2373","震旦行","79.1","2018","187","67.8","16.9","17.4","91.8","112","37.2","18.7","1.56","1.92","173","65.8","14","5.99","85.8","87","33.91","62"
"358","00760B","FH新興企業債","51.8","","187","","","","","","","","","","","","","","","","",""
"359",="5607","遠雄港","68.1","2018","187","2.24","1.52","","11.3","11.5","41.9","14.6","0.02","4.51","72.9","6.79","13.3","6.45","26.6","46.4","22.43","45"
"360",="6547","高端疫苗","56.8","2018","186","2.17","","0.1","7.2","7.72","","13.2","0.7","0.19","21.8","1.38","4.34","","5.71","16.1","10.36","38"
"361",="2439","美律","85.4","2018","186","85.1","94","30.7","183","216","49.3","19.9","15.5","1.4","303","162","28.8","4.9","203","101","49.74","43"
"362",="3413","京鼎","192.5","2018","186","32.7","11","15.7","44.1","61.4","1.44","16.2","","1.33","80.4","26.7","9.69","1.23","37.9","42.5","51.46","64"
"363",="3380","明泰","34.3","2018","186","25.3","21.7","37.2","85.9","125","1.48","18.6","2.05","0.69","149","41.7","0","2.96","45.4","104","19.12","38"
"364",="8112","至上","43.2","2018","185","15.2","156","85.4","172","282","19.3","2.57","1.5","1.6","307","177","39.4","6.61","223","84.1","20.62","30"
"365",="4536","拓凱","203.5","2018","185","39.5","22.5","10.9","62","74","0","22","0.15","1.87","98.3","42.4","1.11","0.49","45.7","52.6","55.71","55"
"366",="8341","日友","165.5","2018","185","7.14","2.63","0.53","14.7","15.6","0.16","23","3.27","2.42","44.7","13.3","0.82","1.54","16.3","28.4","25.48","85"
"367",="4147","中裕","73","2018","184","5.86","1.1","3.81","21.2","25.2","6.67","8.63","6.42","0.99","47.9","2.36","4.74","0.01","7.11","40.8","16.23","36"
"368",="3260","威剛","68.4","2018","183","20.2","33","29.2","55.5","95.2","57.9","56.5","9.63","3.51","227","119","24.7","0.71","148","78.3","33.8","28"
"369",="5469","瀚宇博","34.4","2018","182","75.4","159","49.4","292","348","104","132","7.54","29.1","622","226","112","3.48","346","276","41.68","40"
"370",="6806","森崴能源","84","2018","182","3.25","0.54","","4.07","4.37","0.01","6.63","0","0.18","11.2","3.17","0.96","0.08","4.22","6.98","","39"
"371",="3019","亞光","64.8","2018","181","96.1","37.7","29.4","134","167","7.02","31.6","0.3","3.54","210","48.9","","1.5","50.9","159","42.03","53"
"372",="2428","興勤","141","2018","181","18.3","20.9","9.64","44.9","57","0.91","20.2","0.34","2.97","82.5","13.4","1","0.3","21.9","60.6","46.18","68"
"373",="6274","台燿","67","2018","180","22.4","62.1","19.9","99.7","120","0.05","24.6","0.07","10.6","156","50.5","21.5","1.13","74.1","82","33.18","51"
"374",="4736","泰博","188","2018","179","15.8","11.6","11.5","28.1","40.4","10.6","21.9","0.05","1.09","75.3","25.4","9.31","0.14","35.1","40.2","47.64","68"
"375",="4174","浩鼎","78","2018","179","36.6","0.38","","37","37.9","0.07","2.35","5.74","0.99","47.1","1.04","0.52","","2.36","44.7","25.11","52"
"376",="1905","華紙","16.15","2018","178","5.65","42.3","42","58.6","138","18.6","146","","11","314","91.7","17","4.39","133","181","14.17","38"
"377",="5306","桂盟","141","2018","178","20.7","10.2","11.1","31","44.4","1.11","31.7","13.7","10","102","25.4","20","0.44","51.1","50.7","40.24","62"
"378",="1312","國喬","19.55","2018","177","27.3","30.8","19.8","59.1","109","105","74.3","6.74","3.29","299","28.8","","1.04","42.4","256","24.59","60"
"379",="2608","嘉里大榮","37.9","2018","177","10.1","18","0.52","28.1","30.7","4.69","112","1.01","3.83","154","27.8","26.7","4.5","64.6","89","19.01","53"
"380",="6679","鈺太","320","2018","176","1.08","2.64","4.02","3.72","8.26","","0.42","0.07","0.2","8.98","2.29","","","2.29","6.69","17.82","48"
"381",="1519","華城","66.7","2018","174","0.98","21.3","20","28.3","50.4","3.58","13.2","0.21","0.32","68.3","27.2","7.42","2.38","37.6","30.6","11.75","32"
"382",="2913","農林","21.95","2018","173","1.86","0.26","8.23","2.15","11.1","168","60.2","0.02","3.98","244","4.99","44.1","0.3","82","162","20.45","36"
"383",="2393","億光","39.05","2018","173","45.3","68","18.5","127","174","4.83","102","1.25","4.49","291","99.6","11.5","3.53","117","174","38.35","49"
"384",="00692","富邦公司治理","29.38","2018","173","","","","","","","","","","","","","","","","",""
"385",="1308","亞聚","29","2018","172","11.3","8.84","7.79","37","46.1","74.2","35","","0.04","156","26","31","2.36","59.9","96","17.32","40"
"386",="9938","百和","57.7","2018","172","40.2","27.1","53","70","129","2.07","98.3","2.38","33.2","266","97.8","44.6","3.4","155","111","29.46","51"
"387",="1609","大亞","24.95","2018","171","28.7","33","35.5","68.9","112","37.4","47.6","0.01","5.2","204","61.6","56.2","2.64","123","81","12","38"
"388",="4551","智伸科","148","2018","171","13.3","15.2","7.51","28.5","38.2","0.01","33.9","0.15","5.39","78.1","31","15.6","0.05","49.2","29","35.35","53"
"389",="4583","台灣精銳","211","2018","169","8.51","4.57","16.4","13.1","31","","35.2","2.25","0.5","69.1","5","0","0.03","5.02","64.1","","82"
"390",="1710","東聯","19","2018","168","19.1","20.8","16.3","40.7","68.1","95.6","160","0.23","36.6","364","96.8","70.1","4.41","178","186","17.17","45"
"391",="2455","全新","90.5","2018","167","6.17","2.8","3.75","8.97","13.2","0","25.7","0.02","0.28","39.3","10.2","3.8","","14","25.4","14.01","70"
"392",="1104","環泥","25.6","2018","167","2.69","12.5","2.94","37.4","40.6","118","60.5","0.09","6.82","226","34.4","","1.24","47.5","178","27.1","47"
"393",="4142","國光生","38.65","2018","166","6.27","4.38","4.91","10.9","17.3","10.8","24.5","1.67","0.23","56.8","12","26.1","0.04","38.2","18.6","6.92","30"
"394",="3515","華擎","136","2018","166","16.7","16.5","49.6","35.3","86.6","3.29","2.63","0.05","0.14","93.6","32.3","","0.26","32.5","61.1","50.67","49"
"395",="5530","龍巖","39.4","2018","166","1.94","87.5","154","105","388","162","58.1","7.59","8.3","633","435","31.9","1.05","468","165","35.67","60"
"396",="4766","南寶","137","2018","165","36.8","39.7","23.5","78.4","107","15.7","39.6","1.31","7.78","174","47","13.9","2.06","70.1","104","79.85","47"
"397",="4137","麗豐-KY","207","2018","165","39.5","0.21","4.81","42","47.7","0.83","13.6","0.76","0.66","63.9","22.5","0","0.05","22.7","41.1","51.75","85"
"398",="6782","視陽","261","","164","","","","","","","","","","","","","","","","",""
"399",="3545","敦泰","76","2018","164","23.6","9.83","21.2","34.7","80.3","2.95","13.9","13.9","0.56","113","28.8","","3.12","32.2","80.8","28.45","40"
"400",="3362","先進光","114.5","2018","163","10.1","8.62","3.18","18.7","22.5","","7.41","0.69","4.02","34.9","8.39","0.51","0.05","8.98","25.9","23.27","57"
"401",="9908","大台北","31.45","2018","162","22.2","4.49","1.8","57.2","59.4","62","43.8","0.01","1.19","167","20.3","","17.9","47.9","119","21.33","55"
"402",="2340","台亞","36.95","2018","162","26.9","16.8","13.3","45.9","59.7","9.79","30.7","0.09","0.54","102","21.3","2.5","1.96","26.6","75.3","16.93","62"
"403",="6202","盛群","71.4","2018","161","15.2","8.47","6.55","28.5","43.2","7.14","3.99","","0.51","55.6","10.8","","0.85","13.3","42.2","18.57","77"
"404",="3558","神準","328","2018","161","21.4","9.24","6.79","30.7","37.8","","14.1","0.28","0.39","53","24.3","0.02","0.15","24.5","28.5","55.48","48"
"405",="3376","新日興","85.2","2018","160","10.3","39.2","14.3","92.7","108","0.34","63.2","","1.34","173","42.2","","0.06","45.7","128","71.34","55"
"406",="1560","中砂","111.5","2018","159","4.23","11.7","12.9","15.9","29.8","0.52","29.4","0.07","5.82","66.3","16.5","1","2.83","20.8","45.5","30.05","55"
"407",="9925","新保","40.7","2018","158","31.3","6.92","1.45","71.3","74.1","33.9","40.3","0.4","1.58","152","38","0","8.12","47.1","105","25.3","62"
"408",="5007","三星","53","2018","156","11.6","14.7","20.7","26.9","47.8","0.07","33.9","1.54","0.4","84.5","14.1","","2.54","18.8","65.7","21.57","60"
"409",="2520","冠德","28.2","2018","156","55.4","14.3","323","80.9","433","5.43","69.8","0.52","2.08","512","309","65","1.97","376","136","24","43"
"410",="1712","興農","37.15","2018","156","12.7","23.7","29.7","36.4","70.6","0.59","71.5","0","5.73","149","52.4","17.5","6.72","79","70.5","16.65","43"
"411","00862B","中信投資級公司債","31.31","","156","","","","","","","","","","","","","","","","",""
"412",="1305","華夏","26.75","2018","155","9.35","19","17.2","45.4","63.1","5.12","60.1","0.02","1.24","132","21.1","10","7.11","44.1","88.1","16.53","53"
"413","00863B","中信全球電信債","32.25","","155","","","","","","","","","","","","","","","","",""
"414",="3026","禾伸堂","98","2018","155","44.4","33.7","26","81","108","4.93","28.6","0.2","3.29","146","42.1","0.56","0.66","43.9","102","61.07","66"
"415",="8050","廣積","79.4","2018","155","7.27","7.72","12.2","19.2","32.6","25.3","10.5","0.78","2.28","72.5","17.1","0.24","0.09","17.4","55.1","29.3","47"
"416","00867B","新光A-BBB電信債","31.6","","154","","","","","","","","","","","","","","","","",""
"417",="2850","新產","48.6","2018","154","108","18.8","","","","126","10.2","0.37","8.29","330","","","1.61","224","106","33.52","67"
"418",="4162","智擎","105","2018","153","3.58","0.5","0.2","37.1","38.2","","0.05","0.01","0.02","38.5","1.53","","","1.53","36.9","25.19","75"
"419",="3227","原相","104.5","2018","153","41.4","7.66","6.15","51","57.9","11","4.65","2.01","1.25","78.1","11.1","","0.33","15.3","62.8","46.32","74"
"420",="6873","泓德能源-創","152.5","","152","","","","","","","","","","","","","","","","",""
"421",="6576","逸達","129","2018","152","2.14","0","","2.14","3.18","0.94","0.32","1.76","0.03","6.25","1.25","0","","1.26","4.99","5.65","43"
"422",="5536","聖暉*","129.5","2018","152","44.2","35","3.21","93.1","109","2.47","4.17","","0.71","118","59.2","","0.5","64","53.8","80.24","55"
"423",="6756","威鋒電子","221.5","2018","152","6.72","1.61","1.43","8.33","9.79","0","0.15","0.08","0.01","10.1","2.89","","0.08","2.97","7.17","","66"
"424",="8086","宏捷科","77","2018","151","12.3","2.29","1.65","17.8","20.6","0","11.2","0.22","0.11","32.3","3.69","0","0.08","3.78","28.5","20.16","70"
"425",="8081","致新","175.5","2018","151","8.55","12.6","7.6","22.6","30.4","15.9","4.78","3.93","0.02","55.5","15","","1.15","16.2","39.4","45.91","60"
"426",="6605","帝寶","90.8","2018","151","22.5","33.7","49.1","63.5","117","4.03","150","0.86","41.7","322","93.9","94","2.52","191","132","76.35","36"
"427",="2530","華建","17.85","2018","150","3.73","0.06","42.8","4.48","49.9","0.07","1.2","","0.19","51.4","9.03","7.22","0.2","16.5","34.9","12.08","40"
"428",="8358","金居","59.2","2018","150","27.3","12.9","5.59","40.3","46.2","","22.1","0.03","0.62","70","13.2","3.4","0.46","17.1","53","20.95","57"
"429",="4114","健喬","43.5","2018","150","4.47","6.07","6.7","10.5","18.5","5.37","41","3.24","5.41","75.4","19.8","10.4","0.3","30.6","44.9","16.79","51"
"430","5871A","中租-KY甲特","99.6","","149","","","","","","","","","","","","","","","","",""
"431",="3704","合勤控","37.55","2018","149","15","70.1","47.4","88.8","143","1.06","17.6","1.17","1.92","171","95.3","","0.05","98.1","73.1","16.77","23"
"432",="8938","明安","108","2018","149","5.33","27.8","20.7","33.1","55.6","0.04","17.9","0.19","1.66","76","30.7","0.94","0.81","33.9","42.1","28.43","40"
"433",="6191","精成科","31.45","2018","149","34.8","78","31.7","127","163","41.4","74","1.38","12.5","293","108","49.4","2.54","161","132","25.51","38"
"434",="8255","朋程","163","2018","149","6.45","6.12","5.3","12.6","18.3","8.31","18.7","1.63","1.69","48.8","11.1","5.2","0.01","16.4","32.4","42.94","60"
"435",="3030","德律","63","2018","149","11","21.5","9.13","32.5","42.1","","21.6","0.17","0.09","64.7","9.54","","0.58","11.2","53.5","22.64","73"
"436",="6188","廣明","53.3","2018","148","41.6","22.3","12.2","85.3","142","1.09","11.9","0.31","1.49","159","75.5","","0.02","78.6","80.2","28.81","49"
"437",="2401","凌陽","24.95","2018","148","32.4","10.2","8.19","55.7","66.4","27.5","20.5","1.79","2.75","119","16.8","","3.75","20.6","98.7","14.39","57"
"438",="2836","高雄銀","12.3","2018","147","29.4","21.7","","","","654","28.9","1.19","1.17","2,680","","","1.03","2,536","144","13.88","48"
"439",="2031","新光鋼","45.7","2018","147","15.6","25.9","40.6","57.8","100","35.7","35","","1.81","173","94.5","5.29","0.41","100","72.4","21.6","38"
"440",="8917","欣泰","90","2018","146","4.34","2.36","0.63","19.6","21.4","1.09","20","0.07","1.43","44.2","12.8","","11.4","24.6","19.6","16.04","53"
"441","2887F","台新戊特二","48.7","2018","146","","","","","","","","","","","","","","","","",""
"442",="6279","胡連","146","2018","145","9.55","16.2","9.15","26.3","36.8","0.03","28.5","0.22","1.78","67.8","22.7","","0.58","24.8","43","44.25","55"
"443",="1103","嘉泥","18.75","2018","145","19.7","4.98","6.94","63.8","112","171","34.7","0","1.11","320","32","60.9","3.76","111","209","29.68","47"
"444",="2605","新興","24.65","2018","144","33","5.01","2.87","39.5","49","","195","","0.46","244","24.1","44.4","0.32","69.3","175","27.73","48"
"445",="6023","元大期","49.7","2018","144","52.9","0.5","","703","704","15","6.13","0.43","14","733","650","","0.83","651","82.2","35.39","59"
"446",="2545","皇翔","43.85","2018","144","6.99","3.61","224","13.9","251","101","23.1","0.09","19.1","394","183","104","0.36","288","106","32.49","47"
"447",="2905","三商","15.45","2018","143","691","115","41.3","819","1,609","9,020","153","2.01","798","11,632","130","173","730","11,344","288","13.95","32"
"448",="6741","91APP*-KY","118","","142","","","","","","","","","","","","","","","","",""
"449",="1234","黑松","35.4","2018","142","12.8","6.93","52.8","20.7","75.2","84.5","65","0.04","4.38","230","29.5","","2.59","53.4","176","43.87","45"
"450",="1218","泰山","28.4","2018","142","12.8","10.6","6.13","24","33.1","37.5","16.8","0.11","0.25","88.1","20.2","1.12","0.53","24","64","13.15","49"
"451",="3324","雙鴻","160.5","2018","142","4.21","25.4","12.5","29.6","43.1","1.5","10.3","","2.84","57.8","34.7","0","","34.7","23.1","28.48","36"
"452",="9911","櫻花","64","2018","142","10","11.1","5.2","27","33.1","14.4","13.5","0.96","1.16","63.6","18.3","","0.68","19.8","43.7","19.98","64"
"453",="1718","中纖","8.35","2018","141","188","161","26.9","1,034","5,611","1,342","224","1.92","19.4","7,209","6,411","182","5.86","6,626","583","18.5","49"
"454",="2363","矽統","18.75","2018","141","11.4","0.34","0.85","11.8","12.9","42.1","7.62","0.07","0.65","63.8","0.89","","0.03","0.94","62.9","11.71","43"
"455",="3673","TPK-KY","34.35","2018","140","171","132","108","345","455","2.8","332","1.11","23.4","840","344","92.4","3.49","467","372","90.72","40"
"456",="2753","八方雲集","211.5","2018","140","6.29","1.32","0.74","7.8","10.4","0.38","11.7","0.06","1.32","24.3","6.88","1.41","0.21","8.57","15.7","25.81","74"
"457",="2617","台航","33.4","2018","139","4.79","1.28","","8","12.6","14.5","119","","5.63","151","9.4","33.9","0.85","47.2","104","24.97","61"
"458",="3014","聯陽","86.5","2018","139","20.9","4.54","4.45","29.2","34.1","5.25","6.52","2.76","0.16","49.4","9.54","","1.22","10.8","38.6","23.95","68"
"459",="2515","中工","9.1","2018","139","10.4","108","86.6","188","304","51.5","34.2","1.02","0.95","398","141","38.1","1.94","198","200","12.97","28"
"460",="6579","研揚","93.7","2018","139","24.7","8.65","9.4","43.5","53.5","36.9","6.19","0.06","0.14","97.4","12.9","0.39","0.02","13.7","83.7","53.13","66"
"461",="1760","寶齡富錦","161.5","2018","138","5.96","3.24","3.26","9.91","13.5","0.03","4.49","0.08","0.15","18.3","4.22","","0.42","4.84","13.5","17.6","68"
"462",="2851","中再保","17.3","2018","138","177","2.81","","","","134","2.05","0.05","14","373","","","0.47","261","112","18.97","48"
"463",="6712","長聖","202","2018","138","0.14","0","0","7.98","8.02","0.34","0.72","0.08","0.05","9.45","0.13","","0.01","0.14","9.31","16.63","53"
"464",="3152","璟德","199","2018","137","17.1","3.24","1.3","20.3","26.9","","11","0.01","0.01","38","4.54","","0.1","4.64","33.3","48.3","93"
"465","00768B","FH20年美債","56.75","","137","","","","","","","","","","","","","","","","",""
"466",="6768","志強-KY","69.8","","137","","","","","","","","","","","","","","","","",""
"467",="1702","南僑","46.4","2018","136","47.1","18.8","22.1","65.9","95.8","0.88","118","1.05","3.5","221","80","64.9","3.11","158","63","24.28","51"
"468",="3552","同致","159","2018","136","4.38","38.3","20.1","45","65.4","0.34","17.6","1.07","1.84","88.4","49.8","","0.45","53.3","35.1","41","21"
"469",="00646","元大S&P500","37.48","","136","","","","","","","","","","","","","","","","",""
"470",="4506","崇友","75.4","2018","133","10.2","9.04","20.5","22.8","43.9","9.46","11.1","0.04","4.28","70.6","28.1","","2.07","30.2","40.4","22.81","49"
"471","00711B","FH彭博新興債","16.1","2018","133","","","","","","","","","","","","","","","","",""
"472","00791B","FH美元信用債1-5Y","52.35","","133","","","","","","","","","","","","","","","","",""
"473",="6166","凌華","60.7","2018","132","14.2","20.7","26","34.9","62","0.41","8.37","8.44","1.18","82.8","34.1","2","0.59","37.1","45.7","20.95","45"
"474",="1532","勤美","35","2018","132","39","44.1","143","83","239","16.8","103","4.51","16.4","380","121","79.6","4.03","211","169","33.08","47"
"475",="6245","立端","111.5","2018","132","9.56","14.3","20","23.9","45.2","","10.7","0.05","3.37","60","25.6","0.18","0.63","27.9","32.1","26.96","41"
"476",="3675","德微","296","2018","132","2.71","3.51","2.6","6.53","9.22","","7.03","0.26","1.77","19.5","6.76","1.27","","8.07","11.4","23.04","43"
"477",="6244","茂迪","33.9","2018","131","58","29.3","5.07","87.2","107","1.05","45.4","0.22","3.41","158","69.9","40.3","0.26","112","45.3","8.14","30"
"478",="2034","允強","29.45","2018","131","4.19","18.9","37","23.4","60.8","11.5","37.3","","6.37","116","34.6","2","1.04","37.7","78.8","19.35","40"
"479",="5508","永信建","60.3","2018","131","1.44","0.31","78.4","1.75","80.4","0","0.16","","0.28","80.8","25.7","9.3","0.2","35.2","45.6","20.97","51"
"480",="6235","華孚","68.4","2018","131","7.39","14.1","3.74","21.5","26.7","3.2","11.8","","4.85","46.7","22.5","0","0.28","23.4","23.3","13.93","40"
"481",="3022","威強電","74.1","2018","131","30.4","10.2","9.2","42.9","69.3","26.6","11.2","0.08","0.28","108","21.7","","0.65","29.1","78.9","26.71","66"
"482",="1565","精華","259","2018","131","24.3","9.01","10.3","33.3","44.6","","39.1","0.05","2.95","87.5","20.6","8.7","","29.4","58.1","115.16","73"
"483",="2704","國賓","35.55","2018","130","5.91","1.37","1.01","35.1","36.8","22.6","53.9","","0.37","115","12.9","0.11","1.29","14.9","99.9","27.12","62"
"484",="6180","橘子","74.1","2018","130","28","13.9","1.01","43.9","53","6.9","29","7.37","0.57","98.2","37.9","8","0.17","46.6","51.6","27.25","70"
"485",="6153","嘉聯益","23.25","2018","129","39.2","71.6","30.7","111","145","1.4","109","0.64","1.1","258","109","35","3.84","149","109","27.35","43"
