"排名","代號","名稱","成交","財報年度","市值(億)","現金(億)","應收帳款(億)","存貨(億)","速動資產(億)","流動資產(億)","投資(億)","固定資產(億)","無形資產(億)","其他資產(億)","資產總額(億)","流動負債(億)","長期負債(億)","其他負債(億)","負債總額(億)","股東權益(億)","每股淨值(元)","財報評分"
"326",="1789","神隆","25.75","2016","204","37.1","8.36","18.3","45.4","65.9","3.64","52.1","0.24","1.86","128","16.9","7.71","0.92","25.6","102","13.45","68"
"327",="2208","台船","21.65","2016","202","1.91","104","38.5","106","156","4.01","107","0.29","0.85","277","131","0","9.89","154","122","16.38","19"
"328",="2540","愛山林","75.8","2016","202","1.87","7.8","65.9","9.67","79.3","2.67","8.42","0.01","9.7","100","41.4","17.8","0.52","59.8","40.4","27.55","49"
"329",="8422","可寧衛","185","2016","201","13.7","7.46","0.02","34.6","34.8","0.33","16.9","","7.61","59.8","5.1","","0.85","6.78","53","48.67","89"
"330","2891B","中信金乙特","60.2","","201","","","","","","","","","","","","","","","","",""
"331",="2392","正崴","39.1","2016","200","65","171","91.9","236","345","76.7","200","27.4","28.2","680","311","69.9","20.5","409","271","46.14","36"
"332",="1736","喬山","65.6","2016","199","36.7","75","55.5","112","174","","23.6","12.6","5.32","227","125","8.66","2.66","140","86.1","28.37","41"
"333",="1231","聯華食","88.3","2016","198","2.63","13.6","10.4","16.9","29.6","4.47","27.3","0.06","1.73","63.7","17.2","14.6","1.63","33.5","30.2","19.65","43"
"334",="1536","和大","70.8","2016","198","17","13.3","12.6","31.6","45.8","3.95","54.1","0.05","5.41","110","31.4","33.6","1.94","67.7","42","17.67","64"
"335",="6643","M31","622","2016","197","4.2","1.54","","5.73","5.95","0.06","0.5","0.02","0","6.59","1.8","","","1.81","4.78","","86"
"336",="6691","洋基工程","290","2016","197","5.94","12.8","","20.9","22","0.64","3.58","","0.07","26.6","12.4","1.34","0.31","14.1","12.5","","43"
"337",="2820","華票","14.65","2016","197","3.34","12.8","","","","1,990","1.58","","13.2","2,033","","","1.13","1,809","224","16.71","57"
"338",="1313","聯成","14.55","2016","196","46","32.6","52.7","91.3","155","45.5","136","0.02","20.8","364","90.3","84.6","3.21","180","184","16.25","40"
"339","2881C","富邦金丙特","58.9","","196","","","","","","","","","","","","","","","","",""
"340",="9937","全國","63.3","2016","196","3.78","1.6","2.52","5.38","8.24","10.7","38.2","0.12","19.5","77.4","29.8","","0.43","30.5","46.9","15.18","45"
"341",="2328","廣宇","37.7","2016","195","45.3","63.4","16.9","109","128","34.9","21.5","0.39","1.93","187","69.3","","0.54","71.2","116","19.77","47"
"342",="2501","國建","16.85","2016","195","16.7","2.43","298","46","350","157","11.3","0.31","31.8","554","127","188","3.44","319","236","19.82","38"
"343",="6443","元晶","38.75","2016","195","11","2.83","8.29","13.8","23.1","0.17","58.6","0.13","9.36","93","27.4","18.9","","46.3","46.7","10.71","40"
"344",="2104","國際中橡","19.7","2016","194","62.3","36.4","19.6","131","159","36.4","103","7.25","3.65","309","69.8","33.9","1.89","115","194","31.44","51"
"345",="8131","福懋科","43.4","2016","192","39.5","16.4","11","69.5","81","7.57","23.7","","1.19","114","10.1","","0.77","10.9","103","23.23","70"
"346",="2312","金寶","12.85","2016","192","64.4","243","148","312","474","85.3","233","2.99","18.4","837","458","84.8","7.12","567","270","11.93","34"
"347",="6803","崑鼎","271","2016","192","12.3","12.1","0.52","33.1","38.8","5.95","0.54","","27.7","73.2","14.2","1.8","2.88","20.6","52.6","70.45","77"
"348",="2362","藍天","30.3","2016","192","55.1","20","97.3","94.8","236","743","66","0.39","81.7","1,129","228","336","11.2","696","433","67.36","38"
"349",="4105","東洋","77","2016","191","21.1","9.06","5.66","30.1","46.7","16.2","25.9","0.3","3.5","92.9","22.8","6.3","0.55","32.8","60.1","21.63","81"
"350",="6732","昇佳電子","390","","191","","","","","","","","","","","","","","","","",""
"351",="2247","汎德永業","236","2016","190","18.8","9.85","30.8","32.2","77.3","0.04","22.5","0.22","1.62","102","26.8","","2.52","29.3","72.9","","55"
"352",="4763","材料-KY","306.5","2016","189","3.64","1.32","3.75","5.03","8.86","1.07","3.2","","2.9","16","2.23","0","0.03","2.35","13.7","28.46","66"
"353",="8908","欣雄","73.2","2016","189","4.42","4.29","1.26","8.72","11","","26.6","","0.16","37.8","15.9","1.02","2.49","19.4","18.4","12.69","41"
"354",="6510","精測","573","2016","188","10.1","3.99","4.28","14.1","21.2","","18.2","0.3","0.04","39.9","12.7","","","12.7","27.2","88.27","75"
"355",="2511","太子","11.55","2016","187","46.5","20.3","223","73.4","311","102","65.1","22.4","12.1","513","122","123","17.3","267","246","14.97","45"
"356","00849B","中信EM主權債0-5","35.53","","187","","","","","","","","","","","","","","","","",""
"357",="2373","震旦行","79.1","2016","187","17.9","20.4","13.7","41.4","106","31.6","17.2","1.56","1.95","160","63.4","10","7.16","80.6","79.2","22.66","53"
"358","00760B","FH新興企業債","51.8","","187","","","","","","","","","","","","","","","","",""
"359",="5607","遠雄港","68.1","2016","187","0.99","1.27","","5.76","5.91","44.3","15","0.02","3.79","68.9","9.36","12.4","6.4","28.1","40.8","19.9","43"
"360",="6547","高端疫苗","56.8","2016","186","2.87","0.01","0","3.11","3.37","","13.5","0.81","0.5","18.2","0.37","3.11","","3.48","14.7","12","79"
"361",="2439","美律","85.4","2016","186","44.8","39.3","11.8","89.2","106","30","13.1","3.01","1.55","154","64.1","14.8","1.49","84.2","69.5","37.68","57"
"362",="3413","京鼎","192.5","2016","186","14.4","16.9","9.14","31.3","41.2","2.4","7.21","","0.39","51.2","22.6","","0.09","22.9","28.2","37.64","51"
"363",="3380","明泰","34.3","2016","186","18.9","36.5","31.3","55.4","114","1.76","23.6","1.94","0.86","143","53","","3.94","57.4","85.2","19.62","40"
"364",="8112","至上","43.2","2016","185","8.46","171","87.8","180","289","15.4","2.64","2.28","1.56","311","233","0","4.56","238","72.9","19.31","32"
"365",="4536","拓凱","203.5","2016","185","33.1","17","8.06","50.2","59.4","","25.5","0","1.9","86.8","32.6","0","0.41","35.8","51.1","52.3","55"
"366",="8341","日友","165.5","2016","185","9.63","2.63","0.27","12.4","13.4","","14.6","3.78","2.08","33.9","7.21","0.34","1.52","9.48","24.4","21.93","89"
"367",="4147","中裕","73","2016","184","19.9","0.06","","19.9","44.3","0.1","0.19","3.37","0.03","48","0.6","","0.28","0.88","47.1","18.86","52"
"368",="3260","威剛","68.4","2016","183","23.2","36.7","50.6","70.6","138","49.6","55.1","0.77","3.01","248","119","36","0.29","158","89.6","39.93","38"
"369",="5469","瀚宇博","34.4","2016","182","94.8","128","45.9","264","336","29.6","121","7.9","36","530","230","95.5","1.33","328","202","27.6","43"
"370",="6806","森崴能源","84","","182","","","","","","","","","","","","","","","","",""
"371",="3019","亞光","64.8","2016","181","83.5","40.1","26.5","124","154","5.9","45.8","0.31","3.31","209","51.4","0","2.32","54.1","155","39.76","51"
"372",="2428","興勤","141","2016","181","14.9","18.7","10.2","33.6","51.7","1.05","16.9","0.01","3.26","73.3","16.8","1.5","0.32","22.9","50.4","38.18","62"
"373",="6274","台燿","67","2016","180","11.6","47.8","15.6","64.4","80.6","0.05","28.7","0.1","7.25","117","49.7","0","1","51.6","65.4","27.03","40"
"374",="4736","泰博","188","2016","179","15.2","7.47","7.55","22.6","31.1","4.32","13.9","0.04","0.2","50.7","13.8","5.86","0.1","19.9","30.8","39.92","64"
"375",="4174","浩鼎","78","2016","179","14.1","0.41","","38.1","38.8","21.4","2.27","0.46","0.37","63.3","0.97","0.7","","1.67","61.6","36.08","48"
"376",="1905","華紙","16.15","2016","178","4.96","39.4","29.9","51.2","119","20.6","146","","8.96","297","74.2","18.4","3.44","116","181","14.25","38"
"377",="5306","桂盟","141","2016","178","16.1","7.37","6.4","23.6","35.8","0.12","29.6","8.43","10.7","85.6","32","5","0.58","43.4","42.3","35.21","66"
"378",="1312","國喬","19.55","2016","177","10.7","30.6","16.5","42.5","77.7","80.7","82.6","6.74","1.86","250","28.9","0","1.62","41.6","208","19.87","57"
"379",="2608","嘉里大榮","37.9","2016","177","6.88","16.3","0.47","23.2","24.8","2.55","95.7","0.85","3.91","129","25.3","12.4","6.14","49.9","79","16.91","60"
"380",="6679","鈺太","320","2016","176","1.06","1.56","1.34","2.62","4.17","","0.34","0.02","0.08","4.62","1.19","0.07","","1.26","3.36","","41"
"381",="1519","華城","66.7","2016","174","1.1","27.2","19.2","28.4","49.2","5.21","14.1","0.13","0.31","69.6","26.5","7.42","2.6","37","32.6","12.46","30"
"382",="2913","農林","21.95","2016","173","0.78","0.44","20.3","1.34","22.1","181","38.2","0.01","2.64","244","11.4","29.8","8.76","83.1","161","20.86","51"
"383",="2393","億光","39.05","2016","173","71","92.8","24.8","168","244","10.4","113","2.19","6.3","379","123","72.1","4.73","203","177","39.48","49"
"384",="00692","富邦公司治理","29.38","2016","173","","","","","","","","","","","","","","","","",""
"385",="1308","亞聚","29","2016","172","28.1","9.82","6.74","53.8","62.2","46","38","0.01","0.02","147","24.3","24.5","2.54","51.7","95","18.88","51"
"386",="9938","百和","57.7","2016","172","30.7","21.4","30.7","52.1","85.8","2.19","62.1","2.71","13.9","167","48.9","7.6","3.69","68.2","99.3","26.27","62"
"387",="1609","大亞","24.95","2016","171","25.9","32.7","28.1","66.6","99","32.5","38.6","0.16","3.97","177","68.7","28.4","2.78","102","74.5","11.42","36"
"388",="4551","智伸科","148","2016","171","8.1","10.8","4.17","19.3","25","","18.5","0.02","4.91","48.7","20.5","","0.09","21.6","27","33.01","52"
"389",="4583","台灣精銳","211","","169","","","","","","","","","","","","","","","","",""
"390",="1710","東聯","19","2016","168","14.5","16.7","18.1","32.2","67","91.1","174","0.28","13","351","90.2","90.2","4.68","191","160","15.45","30"
"391",="2455","全新","90.5","2016","167","9.82","2.54","3.73","12.4","16.4","0.06","15.2","0.02","0.65","32.4","4.64","","0.07","4.73","27.7","15.16","74"
"392",="1104","環泥","25.6","2016","167","1.97","10.6","3.09","32.2","36.4","103","57.2","0.09","6.48","203","25.7","","1.98","39.5","164","25.63","57"
"393",="4142","國光生","38.65","2016","166","16.7","4.02","5.08","20.8","27.3","1.89","27.7","3.73","4.99","67.8","8.18","28.1","0.63","36.9","30.9","12.29","30"
"394",="3515","華擎","136","2016","166","37.7","12.5","26.5","50.2","77.5","0","2.29","0.13","0.11","80.8","24.4","","0.15","24.5","56.3","49.19","43"
"395",="5530","龍巖","39.4","2016","166","2","5.41","144","16.5","268","160","58.7","7.75","7.23","510","398","0","0.86","399","111","24.6","55"
"396",="4766","南寶","137","2016","165","42.8","31.8","17.1","74.6","96.9","5.5","26.6","1.45","6.99","139","45.6","11.5","2.51","67.5","71.3","65.64","57"
"397",="4137","麗豐-KY","207","2016","165","35.5","0.25","4.61","35.7","42.6","1.78","9.75","0.39","1.38","56.1","20.3","","0.04","20.5","35.6","44.95","74"
"398",="6782","視陽","261","","164","","","","","","","","","","","","","","","","",""
"399",="3545","敦泰","76","2016","164","32.7","13.3","25.4","46","95.7","2.56","1.12","34.4","14.5","150","31.6","","1.7","35.2","114","38.84","53"
"400",="3362","先進光","114.5","2016","163","5.86","4.48","2.09","10.3","12.7","0.05","6.47","0.06","1.36","20.8","6.41","1.46","0.03","7.91","12.9","14.03","45"
"401",="9908","大台北","31.45","2016","162","13.2","3.48","1.51","43.6","52","61.2","41.3","0.05","0.17","155","17.9","","14.6","42.3","113","20.57","55"
"402",="2340","台亞","36.95","2016","162","31.4","16.6","13.6","52.9","67.2","9.15","29.9","0.09","0.73","108","26","","2.37","28.9","79.1","14.53","62"
"403",="6202","盛群","71.4","2016","161","11.5","7.28","5.09","22.4","39.3","6.6","4.43","","0.62","51.3","9.77","","0.78","11.5","39.8","17.53","72"
"404",="3558","神準","328","2016","161","27.6","8.92","6.29","36.6","43.3","","3.18","0.09","4.98","52.1","26","","0.24","26.3","25.8","50.6","50"
"405",="3376","新日興","85.2","2016","160","18.6","33.4","9.23","52.1","91.2","1.61","67.3","","1.57","162","41.6","","0.05","43.7","118","66.03","57"
"406",="1560","中砂","111.5","2016","159","3.9","8.04","6.3","12","18.5","0","27.9","","3.13","50","10","","1.67","12.2","37.8","26.82","57"
"407",="9925","新保","40.7","2016","158","32.7","6.86","3.18","70","74.8","33.4","36.3","0.31","2.15","149","37.3","","8.16","46","103","24.71","64"
"408",="5007","三星","53","2016","156","12.8","12.4","14.8","26.4","41.4","0.07","35.3","1.75","0.29","79.5","15.5","","2.79","20.5","59.1","19.44","66"
"409",="2520","冠德","28.2","2016","156","40.6","18.6","263","60.2","343","6.46","76.9","0.81","2.38","431","222","74.6","1.71","298","132","23.42","40"
"410",="1712","興農","37.15","2016","156","13.6","23.4","34.2","37.2","74.6","0.53","75","0","5.82","157","51.3","37.1","7.45","98.3","58.4","16.11","43"
"411","00862B","中信投資級公司債","31.31","","156","","","","","","","","","","","","","","","","",""
"412",="1305","華夏","26.75","2016","155","14.1","16.4","17.2","54.1","72","4.04","52.3","0.2","1.41","133","24.8","10.5","14.3","55.5","77.6","15.44","57"
"413","00863B","中信全球電信債","32.25","","155","","","","","","","","","","","","","","","","",""
"414",="3026","禾伸堂","98","2016","155","34.1","35.5","18.1","70.5","89","6.99","24.1","2.54","0.33","123","33.8","0.17","0.63","34.9","88.3","36.75","49"
"415",="8050","廣積","79.4","2016","155","6.24","7.33","9.26","22.1","32","0.75","10.9","1.11","2.72","48.2","12.7","","0.08","12.9","35.3","25.88","66"
"416","00867B","新光A-BBB電信債","31.6","","154","","","","","","","","","","","","","","","","",""
"417",="2850","新產","48.6","2016","154","66.2","13.8","","","","139","10.3","0.45","7.97","313","","","1.36","228","85.1","27","55"
"418",="4162","智擎","105","2016","153","18.4","0.14","0.1","18.6","39.4","","0.1","0.01","0.05","39.6","1.5","","","1.6","38","31.02","95"
"419",="3227","原相","104.5","2016","153","31.2","7.46","6.08","40.7","47.5","6.9","3.98","3.88","1.16","64.7","10.7","","0.34","12.7","52","39.88","60"
"420",="6873","泓德能源-創","152.5","","152","","","","","","","","","","","","","","","","",""
"421",="6576","逸達","129","2016","152","5.09","0.04","","5.13","5.24","","0.28","0.41","0.64","6.58","1.17","","","1.19","5.39","7.49","46"
"422",="5536","聖暉*","129.5","2016","152","25.5","33.8","11.9","61.4","80.1","2.53","3.75","","0.65","88.8","52.9","","0.41","55","33.8","64.85","43"
"423",="6756","威鋒電子","221.5","2016","152","2.34","1.23","1.31","3.57","5.36","0.42","0.16","0.01","0","6.01","2.48","","0.05","2.53","3.48","","45"
"424",="8086","宏捷科","77","2016","151","11.5","1.73","1.58","16.1","18.8","0","12.8","0.07","0.06","31.9","3.45","0.12","0.04","3.62","28.3","20.22","72"
"425",="8081","致新","175.5","2016","151","22.3","14.2","7.01","39.7","46.8","1.29","4.99","3.98","0.04","57.6","16.9","","0.92","17.8","39.9","46.49","60"
"426",="6605","帝寶","90.8","2016","151","21.4","34","40.8","59","105","4.34","120","0.46","40","278","80.8","74","0.63","156","122","70.73","40"
"427",="2530","華建","17.85","2016","150","3.23","0.86","49.9","7.06","61.4","0.1","0.64","","0.21","62.4","24.1","0.13","0.12","24.4","38","13.2","53"
"428",="8358","金居","59.2","2016","150","7.13","18.3","3.96","25.5","30","0.14","25.6","0.04","0.59","57.3","20.7","11.3","3.12","35.2","22.1","10.5","53"
"429",="4114","健喬","43.5","2016","150","6.2","5.53","4.84","11.9","17.7","6.12","36.8","1.87","4.13","67.9","10.6","13.4","0.28","24.4","43.5","18.96","51"
"430","5871A","中租-KY甲特","99.6","","149","","","","","","","","","","","","","","","","",""
"431",="3704","合勤控","37.55","2016","149","28.9","54.2","35.2","83.1","122","1.09","20","1.16","1.58","149","60.3","","0.05","62.6","86.3","19.87","40"
"432",="8938","明安","108","2016","149","7.31","23.1","13","30.4","44.5","0","16.3","0.1","1","62.4","24","","0.64","25.2","37.2","25.2","43"
"433",="6191","精成科","31.45","2016","149","44","66.9","29.3","113","153","17.6","67.6","1.5","11.9","251","100","34.9","0.71","137","115","22.04","43"
"434",="8255","朋程","163","2016","149","11.3","5.95","4.34","17.4","21.9","0","16.4","2.02","0.74","41.2","9.26","0","0","9.37","31.8","41.59","66"
"435",="3030","德律","63","2016","149","17.3","12.4","5.32","29.7","35.2","","21.8","0.08","0.1","57.7","5.34","","0.54","6.44","51.3","21.71","64"
"436",="6188","廣明","53.3","2016","148","51","22.7","7.78","90.9","150","1.04","13.8","0.23","1.06","169","82.8","","0.1","86.1","82.8","29.75","47"
"437",="2401","凌陽","24.95","2016","148","48","13.6","8.58","76.4","87.9","31.3","22.7","1.91","2.18","146","30.5","5.29","3.66","39.4","107","15.34","60"
"438",="2836","高雄銀","12.3","2016","147","39.9","11.5","","","","614","29.1","0.67","1.84","2,562","","","1.25","2,437","125","15.14","48"
"439",="2031","新光鋼","45.7","2016","147","6.68","23.7","22.6","41.9","65.7","22.2","30.3","","0.95","119","47.2","16.1","0.2","63.5","55.7","18.53","47"
"440",="8917","欣泰","90","2016","146","6.22","1.64","0.41","11.2","20.1","1.09","16.1","0.07","0.54","38","12.5","","6.72","19.7","18.4","15.04","53"
"441","2887F","台新戊特二","48.7","","146","","","","","","","","","","","","","","","","",""
"442",="6279","胡連","146","2016","145","8.16","20.2","6.38","28.7","35.9","0.29","20.3","0.18","2.21","59.3","15.1","","0.73","17.4","42","43.19","70"
"443",="1103","嘉泥","18.75","2016","145","23.4","17.5","8.07","68.8","94.4","136","20.3","","9.36","261","19.8","67.9","2.29","103","158","21.92","38"
"444",="2605","新興","24.65","2016","144","49.5","4.83","0.52","54.3","59.4","","196","","0.07","256","26.3","42.2","0.3","70.2","186","29.59","64"
"445",="6023","元大期","49.7","2016","144","46.5","4.09","","601","601","13.3","0.53","0.3","12.5","622","549","","0","550","71.8","30.93","59"
"446",="2545","皇翔","43.85","2016","144","4.65","1.85","218","9.11","240","108","1.57","0.02","20","370","188","66","0.3","255","115","35.12","40"
"447",="2905","三商","15.45","2016","143","585","98.8","39.2","696","1,498","7,509","154","0.62","519","9,688","139","200","457","9,352","336","20.95","43"
"448",="6741","91APP*-KY","118","","142","","","","","","","","","","","","","","","","",""
"449",="1234","黑松","35.4","2016","142","22.7","7.03","35.8","34.7","72.3","84.8","56.2","0.03","9.2","223","20.7","","2.55","44.6","178","44.39","51"
"450",="1218","泰山","28.4","2016","142","8.08","11.3","6.46","20.2","31.3","27","18.7","0.36","0.66","78.8","24.2","16.6","1.07","44.1","34.8","10.22","36"
"451",="3324","雙鴻","160.5","2016","142","3.51","23.1","6.04","26.6","33.5","1.88","9.45","","1.99","46.8","22.2","1.7","","23.9","22.9","28.91","53"
"452",="9911","櫻花","64","2016","142","10.4","10.6","4.97","22.2","27.9","13.5","13.5","1.03","1.04","57.4","16.1","0","0.75","17.7","39.7","18.15","64"
"453",="1718","中纖","8.35","2016","141","176","122","15.3","1,429","5,717","560","227","2.08","35.7","6,551","5,825","186","3.89","6,042","509","17.68","47"
"454",="2363","矽統","18.75","2016","141","14.5","0.34","0.36","14.8","15.3","42.3","7.68","0.04","0.65","67.1","0.57","","0.04","0.61","66.5","11.88","49"
"455",="3673","TPK-KY","34.35","2016","140","205","109","78.2","328","409","7.4","407","1.29","31.5","877","485","77","0.15","583","294","85.01","36"
"456",="2753","八方雲集","211.5","","140","","","","","","","","","","","","","","","","",""
"457",="2617","台航","33.4","2016","139","2.33","1.6","","4.36","11.1","13.1","103","","12.3","139","4.67","33.5","0.99","42.1","97.1","23.28","30"
"458",="3014","聯陽","86.5","2016","139","22.9","5.12","3.09","33.1","36.7","4.3","2.6","3.02","0.04","47.1","8.01","","1.11","9.12","38","24.58","66"
"459",="2515","中工","9.1","2016","139","15.9","135","73.1","174","298","52.3","35.4","1.15","0.68","392","148","28.4","1.53","194","198","12.82","34"
"460",="6579","研揚","93.7","2016","139","17.6","8.8","10.3","28.4","39.3","2.06","6.61","0.05","0.21","48.7","13.1","0","0.43","13.9","34.7","31.46","64"
"461",="1760","寶齡富錦","161.5","2016","138","1.88","2.95","1.8","4.83","6.86","0.12","4.52","0.09","0.24","11.9","3.11","","0.48","3.85","8.06","13.02","57"
"462",="2851","中再保","17.3","2016","138","156","1.16","","","","129","2.08","0.02","10.8","336","","","0.25","241","95","16.89","42"
"463",="6712","長聖","202","2016","138","0.98","","","0.98","0.99","","0.01","0","0","1","0","","","0","1","","77"
"464",="3152","璟德","199","2016","137","23.6","3.51","1.1","27.1","28.4","","7.93","0.02","0.01","36.4","4.18","","0.06","4.23","32.1","46.56","93"
"465","00768B","FH20年美債","56.75","","137","","","","","","","","","","","","","","","","",""
"466",="6768","志強-KY","69.8","","137","","","","","","","","","","","","","","","","",""
"467",="1702","南僑","46.4","2016","136","31.6","18.5","19.5","50.1","74.8","0.96","104","1.05","3.71","186","51.9","65.3","3.62","130","56.2","22.45","57"
"468",="3552","同致","159","2016","136","5.01","43.1","23","48.3","77.1","0.35","15","0.84","2.72","96.5","50.8","","0.42","54.2","42.3","49.72","51"
"469",="00646","元大S&P500","37.48","","136","","","","","","","","","","","","","","","","",""
"470",="4506","崇友","75.4","2016","133","8.77","9.79","8.59","24.8","35.1","9.7","10.4","0.05","5.41","62.1","19.8","","5.06","24.9","37.2","18.93","51"
"471","00711B","FH彭博新興債","16.1","2016","133","","","","","","","","","","","","","","","","",""
"472","00791B","FH美元信用債1-5Y","52.35","","133","","","","","","","","","","","","","","","","",""
"473",="6166","凌華","60.7","2016","132","15.3","20","17.3","38.6","58","0.65","10.2","9.74","1.06","80.7","31.3","1.68","0.45","33.8","46.9","21.5","51"
"474",="1532","勤美","35","2016","132","21.7","45.3","124","67.9","211","17.8","105","5.49","12.6","352","96.5","62.2","3.67","169","183","31.13","45"
"475",="6245","立端","111.5","2016","132","7.61","11.8","13.9","19.9","35.7","0","11.1","0.08","0.66","48.2","18.9","0.4","0.71","20.9","27.3","25.32","49"
"476",="3675","德微","296","2016","132","2.73","2.63","1.16","7.13","8.39","","3.87","0.02","0.47","12.8","2.54","","","2.57","10.2","22.98","52"
"477",="6244","茂迪","33.9","2016","131","92.3","69.1","21.2","161","196","1.8","91.7","5.58","7.51","308","141","31.6","0.17","175","133","26.84","32"
"478",="2034","允強","29.45","2016","131","4.73","25","40.3","30.3","70.8","8.75","25.5","","10","115","39.3","0","1.29","40.6","74.8","18.37","36"
"479",="5508","永信建","60.3","2016","131","1.92","0.5","53.7","2.43","57.2","","0.16","","4.22","61.6","18","1.5","0.14","19.6","42","19.3","52"
"480",="6235","華孚","68.4","2016","131","3.29","20.9","3.19","24.2","27.9","3.16","3.22","0","1.19","35.5","9.98","","0.08","10.8","24.7","15.06","64"
"481",="3022","威強電","74.1","2016","131","25.9","16.7","12.5","49.9","75.9","25.4","12.6","0.16","2.22","117","31.6","","0.65","37.8","79.2","24.12","62"
"482",="1565","精華","259","2016","131","34.1","8.43","6.53","42.6","49.4","","22.6","0","0.71","73.4","16.5","5.07","","21.7","51.8","102.69","84"
"483",="2704","國賓","35.55","2016","130","4.46","1.16","0.79","33.3","34.9","19.9","56.2","","0.39","112","9.42","6.65","1.75","18.3","94.1","25.51","55"
"484",="6180","橘子","74.1","2016","130","14.7","15.4","0.37","30.1","34.2","11.8","28.1","2.83","0.46","79.1","38.1","17.2","0.05","55.4","23.7","13.68","34"
"485",="6153","嘉聯益","23.25","2016","129","41.9","44.7","13.3","86.8","104","1.43","46.6","0.31","0.76","155","74.8","0","2.6","77.7","77.3","23.93","43"
"486",="2331","精英","23.05","2016","128","50.5","66.2","35.5","124","164","7.55","32.6","6.28","11.6","234","107","","4.32","114","120","21.19","36"
"487",="3090","日電貿","59.8","2016","127","7.27","32.4","16.3","43.2","59.7","0.99","8.36","0.74","0.38","70.7","37.7","2.6","0.64","41","29.7","17.63","40"
